,Region,607,612,619,626,633
0,Belgium,,14298,14298,14298,14298
1,Bulgaria,,10893,10893,10893,10893
2,Czechia,,2952,2952,2952,2952
3,Denmark,,2454,2454,2454,2454
4,Germany,,63985,63985,63985,63985
5,Estonia,,2936,2936,2936,2936
6,Ireland,,8830,8830,8830,8830
7,Greece,,15660,15660,15660,15660
8,Spain,,22085,22085,22085,22085
9,France,,46460,46460,46460,46460
10,Croatia,,8001,8001,8001,8001
11,Italy,,30526,30526,30526,30526
12,Cyprus,,385,385,385,385
13,Latvia,,3356,3356,3356,3356
14,Lithuania,,7444,7444,7444,7444
15,Luxembourg,,557,557,557,557
16,Hungary,,2427,2427,2427,2427
17,Malta,,244,244,244,244
18,Netherlands,,14420,14420,14420,14420
19,Austria,,14184,14184,14184,14184
20,Poland,,4222,4222,4222,4222
21,Portugal,,6698,6698,6698,6698
22,Romania,,26344,26344,26344,26344
23,Slovenia,,7320,7320,7320,7320
24,Slovakia,,3788,3788,3788,3788
25,Finland,,3544,3544,3544,3544
26,Sweden,,6965,6965,6965,6965
27,United Kingdom,,203077,203077,203077,203077
28,Iceland,,170,170,170,170
29,Liechtenstein,,29,29,29,29
30,Norway,,6276,6276,6276,6276
31,Switzerland,,15020,15020,15020,15020
