,Region,558,563,570,577,584
0,Belgium,,11250,11250,11250,11250
1,Bulgaria,,1425,1425,1425,1425
2,Czechia,,1236,1236,1236,1236
3,Denmark,,5931,5931,5931,5931
4,Germany,,14855,14855,14855,14855
5,Estonia,,1189,1189,1189,1189
6,Ireland,,9106,9106,9106,9106
7,Greece,,18938,18938,18938,18938
8,Spain,,166615,166615,166615,166615
9,France,,142476,142476,142476,142476
10,Croatia,,1119,1119,1119,1119
11,Italy,,37355,37355,37355,37355
12,Cyprus,,4428,4428,4428,4428
13,Latvia,,438,438,438,438
14,Lithuania,,2044,2044,2044,2044
15,Luxembourg,,458,458,458,458
16,Hungary,,390,390,390,390
17,Malta,,754,754,754,754
18,Netherlands,,26574,26574,26574,26574
19,Austria,,3118,3118,3118,3118
20,Poland,,873,873,873,873
21,Portugal,,15607,15607,15607,15607
22,Romania,,1006,1006,1006,1006
23,Slovenia,,596,596,596,596
24,Slovakia,,388,388,388,388
25,Finland,,4190,4190,4190,4190
26,Sweden,,3241,3241,3241,3241
27,United Kingdom,,187268,187268,187268,187268
28,Iceland,,811,811,811,811
29,Liechtenstein,,10,10,10,10
30,Norway,,1996,1996,1996,1996
31,Switzerland,,4997,4997,4997,4997
