,Region,831,836,843,850,857
0,Belgium,,40657,40657,40657,40657
1,Bulgaria,,3837,3837,3837,3837
2,Czechia,,9557,9557,9557,9557
3,Denmark,,7641,7641,7641,7641
4,Germany,,629273,629273,629273,629273
5,Estonia,,2117,2117,2117,2117
6,Ireland,,7576,7576,7576,7576
7,Greece,,46365,46365,46365,46365
8,Spain,,47421,47421,47421,47421
9,France,,382041,382041,382041,382041
10,Croatia,,5284,5284,5284,5284
11,Italy,,383991,383991,383991,383991
12,Cyprus,,9739,9739,9739,9739
13,Latvia,,5019,5019,5019,5019
14,Lithuania,,4020,4020,4020,4020
15,Luxembourg,,3890,3890,3890,3890
16,Hungary,,10064,10064,10064,10064
17,Malta,,1342,1342,1342,1342
18,Netherlands,,11526,11526,11526,11526
19,Austria,,41494,41494,41494,41494
20,Poland,,5661,5661,5661,5661
21,Portugal,,62056,62056,62056,62056
22,Romania,,6052,6052,6052,6052
23,Slovenia,,6088,6088,6088,6088
24,Slovakia,,8768,8768,8768,8768
25,Finland,,22541,22541,22541,22541
26,Sweden,,2529,2529,2529,2529
27,United Kingdom,,105134,105134,105134,105134
28,Iceland,,505,505,505,505
29,Liechtenstein,,94,94,94,94
30,Norway,,2504,2504,2504,2504
31,Switzerland,,22743,22743,22743,22743
