,Region,593,598,605,612,619
0,Belgium,,14099,14099,14099,14099
1,Bulgaria,,10397,10397,10397,10397
2,Czechia,,1623,1623,1623,1623
3,Denmark,,4996,4996,4996,4996
4,Germany,,81273,81273,81273,81273
5,Estonia,,2519,2519,2519,2519
6,Ireland,,7572,7572,7572,7572
7,Greece,,18933,18933,18933,18933
8,Spain,,45946,45946,45946,45946
9,France,,84772,84772,84772,84772
10,Croatia,,4485,4485,4485,4485
11,Italy,,41834,41834,41834,41834
12,Cyprus,,1830,1830,1830,1830
13,Latvia,,2037,2037,2037,2037
14,Lithuania,,4680,4680,4680,4680
15,Luxembourg,,585,585,585,585
16,Hungary,,1334,1334,1334,1334
17,Malta,,387,387,387,387
18,Netherlands,,17603,17603,17603,17603
19,Austria,,10590,10590,10590,10590
20,Poland,,2133,2133,2133,2133
21,Portugal,,12692,12692,12692,12692
22,Romania,,8881,8881,8881,8881
23,Slovenia,,3749,3749,3749,3749
24,Slovakia,,1204,1204,1204,1204
25,Finland,,3718,3718,3718,3718
26,Sweden,,7112,7112,7112,7112
27,United Kingdom,,243125,243125,243125,243125
28,Iceland,,405,405,405,405
29,Liechtenstein,,55,55,55,55
30,Norway,,10067,10067,10067,10067
31,Switzerland,,14931,14931,14931,14931
