,Region,775,780,787,794,801
0,Belgium,,42258,42258,42258,42258
1,Bulgaria,,13015,13015,13015,13015
2,Czechia,,56220,56220,56220,56220
3,Denmark,,121430,121430,121430,121430
4,Germany,,1097390,1097390,1097390,1097390
5,Estonia,,26112,26112,26112,26112
6,Ireland,,22888,22888,22888,22888
7,Greece,,102072,102072,102072,102072
8,Spain,,122904,122904,122904,122904
9,France,,348648,348648,348648,348648
10,Croatia,,9385,9385,9385,9385
11,Italy,,257543,257543,257543,257543
12,Cyprus,,12735,12735,12735,12735
13,Latvia,,53471,53471,53471,53471
14,Lithuania,,31702,31702,31702,31702
15,Luxembourg,,4457,4457,4457,4457
16,Hungary,,20872,20872,20872,20872
17,Malta,,621,621,621,621
18,Netherlands,,399723,399723,399723,399723
19,Austria,,203039,203039,203039,203039
20,Poland,,82445,82445,82445,82445
21,Portugal,,70832,70832,70832,70832
22,Romania,,40689,40689,40689,40689
23,Slovenia,,11703,11703,11703,11703
24,Slovakia,,88179,88179,88179,88179
25,Finland,,34044,34044,34044,34044
26,Sweden,,14824,14824,14824,14824
27,United Kingdom,,314416,314416,314416,314416
28,Iceland,,17556,17556,17556,17556
29,Liechtenstein,,1081,1081,1081,1081
30,Norway,,79140,79140,79140,79140
31,Switzerland,,125350,125350,125350,125350
