,Region,768,773,780,787,794
0,Belgium,,49811,49811,49811,49811
1,Bulgaria,,21383,21383,21383,21383
2,Czechia,,70897,70897,70897,70897
3,Denmark,,179445,179445,179445,179445
4,Germany,,1127277,1127277,1127277,1127277
5,Estonia,,32319,32319,32319,32319
6,Ireland,,27088,27088,27088,27088
7,Greece,,107857,107857,107857,107857
8,Spain,,168302,168302,168302,168302
9,France,,396058,396058,396058,396058
10,Croatia,,14411,14411,14411,14411
11,Italy,,304907,304907,304907,304907
12,Cyprus,,14270,14270,14270,14270
13,Latvia,,64909,64909,64909,64909
14,Lithuania,,40549,40549,40549,40549
15,Luxembourg,,4531,4531,4531,4531
16,Hungary,,32750,32750,32750,32750
17,Malta,,591,591,591,591
18,Netherlands,,107089,107089,107089,107089
19,Austria,,211516,211516,211516,211516
20,Poland,,111294,111294,111294,111294
21,Portugal,,73273,73273,73273,73273
22,Romania,,68547,68547,68547,68547
23,Slovenia,,15294,15294,15294,15294
24,Slovakia,,116561,116561,116561,116561
25,Finland,,32683,32683,32683,32683
26,Sweden,,18286,18286,18286,18286
27,United Kingdom,,219342,219342,219342,219342
28,Iceland,,21287,21287,21287,21287
29,Liechtenstein,,639,639,639,639
30,Norway,,97103,97103,97103,97103
31,Switzerland,,101024,101024,101024,101024
