,Region,712,717,724,731,738
0,Belgium,,67232,67232,67232,67232
1,Bulgaria,,14302,14302,14302,14302
2,Czechia,,36088,36088,36088,36088
3,Denmark,,138246,138246,138246,138246
4,Germany,,196678,196678,196678,196678
5,Estonia,,5990,5990,5990,5990
6,Ireland,,106518,106518,106518,106518
7,Greece,,140020,140020,140020,140020
8,Spain,,576738,576738,576738,576738
9,France,,1096489,1096489,1096489,1096489
10,Croatia,,27436,27436,27436,27436
11,Italy,,644508,644508,644508,644508
12,Cyprus,,19311,19311,19311,19311
13,Latvia,,5613,5613,5613,5613
14,Lithuania,,10940,10940,10940,10940
15,Luxembourg,,4783,4783,4783,4783
16,Hungary,,19085,19085,19085,19085
17,Malta,,7825,7825,7825,7825
18,Netherlands,,95191,95191,95191,95191
19,Austria,,19391,19391,19391,19391
20,Poland,,76663,76663,76663,76663
21,Portugal,,136883,136883,136883,136883
22,Romania,,7946,7946,7946,7946
23,Slovenia,,10325,10325,10325,10325
24,Slovakia,,25208,25208,25208,25208
25,Finland,,29900,29900,29900,29900
26,Sweden,,41471,41471,41471,41471
27,United Kingdom,,1209166,1209166,1209166,1209166
28,Iceland,,4972,4972,4972,4972
29,Liechtenstein,,271,271,271,271
30,Norway,,24292,24292,24292,24292
31,Switzerland,,105220,105220,105220,105220
