,Region,761,766,773,780,787
0,Belgium,,73142,73142,73142,73142
1,Bulgaria,,31128,31128,31128,31128
2,Czechia,,112570,112570,112570,112570
3,Denmark,,263285,263285,263285,263285
4,Germany,,1213982,1213982,1213982,1213982
5,Estonia,,39642,39642,39642,39642
6,Ireland,,22318,22318,22318,22318
7,Greece,,126090,126090,126090,126090
8,Spain,,205022,205022,205022,205022
9,France,,573367,573367,573367,573367
10,Croatia,,23972,23972,23972,23972
11,Italy,,374443,374443,374443,374443
12,Cyprus,,16440,16440,16440,16440
13,Latvia,,68335,68335,68335,68335
14,Lithuania,,48500,48500,48500,48500
15,Luxembourg,,3953,3953,3953,3953
16,Hungary,,50433,50433,50433,50433
17,Malta,,687,687,687,687
18,Netherlands,,371803,371803,371803,371803
19,Austria,,176029,176029,176029,176029
20,Poland,,144081,144081,144081,144081
21,Portugal,,108901,108901,108901,108901
22,Romania,,105585,105585,105585,105585
23,Slovenia,,32252,32252,32252,32252
24,Slovakia,,143925,143925,143925,143925
25,Finland,,35073,35073,35073,35073
26,Sweden,,25526,25526,25526,25526
27,United Kingdom,,314201,314201,314201,314201
28,Iceland,,16106,16106,16106,16106
29,Liechtenstein,,662,662,662,662
30,Norway,,104384,104384,104384,104384
31,Switzerland,,126460,126460,126460,126460
