,Region,747,752,759,766,773
0,Belgium,,240113,240113,240113,240113
1,Bulgaria,,54043,54043,54043,54043
2,Czechia,,239381,239381,239381,239381
3,Denmark,,289241,289241,289241,289241
4,Germany,,1290299,1290299,1290299,1290299
5,Estonia,,47271,47271,47271,47271
6,Ireland,,36269,36269,36269,36269
7,Greece,,126989,126989,126989,126989
8,Spain,,420586,420586,420586,420586
9,France,,1723710,1723710,1723710,1723710
10,Croatia,,49498,49498,49498,49498
11,Italy,,721418,721418,721418,721418
12,Cyprus,,20295,20295,20295,20295
13,Latvia,,60742,60742,60742,60742
14,Lithuania,,76327,76327,76327,76327
15,Luxembourg,,12523,12523,12523,12523
16,Hungary,,108488,108488,108488,108488
17,Malta,,1485,1485,1485,1485
18,Netherlands,,552064,552064,552064,552064
19,Austria,,226564,226564,226564,226564
20,Poland,,324690,324690,324690,324690
21,Portugal,,317989,317989,317989,317989
22,Romania,,208987,208987,208987,208987
23,Slovenia,,98621,98621,98621,98621
24,Slovakia,,140029,140029,140029,140029
25,Finland,,39461,39461,39461,39461
26,Sweden,,217329,217329,217329,217329
27,United Kingdom,,1343876,1343876,1343876,1343876
28,Iceland,,9044,9044,9044,9044
29,Liechtenstein,,836,836,836,836
30,Norway,,132367,132367,132367,132367
31,Switzerland,,233536,233536,233536,233536
