,Region,565,570,577,584,591
0,Belgium,,12011,12011,12011,12011
1,Bulgaria,,2819,2819,2819,2819
2,Czechia,,1150,1150,1150,1150
3,Denmark,,6158,6158,6158,6158
4,Germany,,18885,18885,18885,18885
5,Estonia,,1393,1393,1393,1393
6,Ireland,,9652,9652,9652,9652
7,Greece,,19038,19038,19038,19038
8,Spain,,141088,141088,141088,141088
9,France,,143920,143920,143920,143920
10,Croatia,,1217,1217,1217,1217
11,Italy,,40656,40656,40656,40656
12,Cyprus,,4174,4174,4174,4174
13,Latvia,,484,484,484,484
14,Lithuania,,2908,2908,2908,2908
15,Luxembourg,,392,392,392,392
16,Hungary,,364,364,364,364
17,Malta,,492,492,492,492
18,Netherlands,,18002,18002,18002,18002
19,Austria,,3473,3473,3473,3473
20,Poland,,1037,1037,1037,1037
21,Portugal,,16354,16354,16354,16354
22,Romania,,1522,1522,1522,1522
23,Slovenia,,826,826,826,826
24,Slovakia,,360,360,360,360
25,Finland,,4083,4083,4083,4083
26,Sweden,,4498,4498,4498,4498
27,United Kingdom,,185724,185724,185724,185724
28,Iceland,,779,779,779,779
29,Liechtenstein,,14,14,14,14
30,Norway,,2839,2839,2839,2839
31,Switzerland,,6303,6303,6303,6303
