,Region,628,633,640,647,654
0,Belgium,,13905,13905,13905,13905
1,Bulgaria,,14760,14760,14760,14760
2,Czechia,,5840,5840,5840,5840
3,Denmark,,3693,3693,3693,3693
4,Germany,,56985,56985,56985,56985
5,Estonia,,6075,6075,6075,6075
6,Ireland,,9198,9198,9198,9198
7,Greece,,15313,15313,15313,15313
8,Spain,,12491,12491,12491,12491
9,France,,26060,26060,26060,26060
10,Croatia,,9195,9195,9195,9195
11,Italy,,18971,18971,18971,18971
12,Cyprus,,720,720,720,720
13,Latvia,,9309,9309,9309,9309
14,Lithuania,,14228,14228,14228,14228
15,Luxembourg,,692,692,692,692
16,Hungary,,4026,4026,4026,4026
17,Malta,,136,136,136,136
18,Netherlands,,15012,15012,15012,15012
19,Austria,,13163,13163,13163,13163
20,Poland,,11098,11098,11098,11098
21,Portugal,,4148,4148,4148,4148
22,Romania,,89095,89095,89095,89095
23,Slovenia,,5641,5641,5641,5641
24,Slovakia,,10684,10684,10684,10684
25,Finland,,3565,3565,3565,3565
26,Sweden,,4167,4167,4167,4167
27,United Kingdom,,249699,249699,249699,249699
28,Iceland,,308,308,308,308
29,Liechtenstein,,117,117,117,117
30,Norway,,3051,3051,3051,3051
31,Switzerland,,6845,6845,6845,6845
