,Region,600,605,612,619,626
0,Belgium,,13508,13508,13508,13508
1,Bulgaria,,9290,9290,9290,9290
2,Czechia,,2572,2572,2572,2572
3,Denmark,,3592,3592,3592,3592
4,Germany,,65322,65322,65322,65322
5,Estonia,,2845,2845,2845,2845
6,Ireland,,9674,9674,9674,9674
7,Greece,,15171,15171,15171,15171
8,Spain,,29706,29706,29706,29706
9,France,,63590,63590,63590,63590
10,Croatia,,5809,5809,5809,5809
11,Italy,,35623,35623,35623,35623
12,Cyprus,,1210,1210,1210,1210
13,Latvia,,2640,2640,2640,2640
14,Lithuania,,5608,5608,5608,5608
15,Luxembourg,,530,530,530,530
16,Hungary,,1692,1692,1692,1692
17,Malta,,282,282,282,282
18,Netherlands,,16946,16946,16946,16946
19,Austria,,13042,13042,13042,13042
20,Poland,,3012,3012,3012,3012
21,Portugal,,8816,8816,8816,8816
22,Romania,,13783,13783,13783,13783
23,Slovenia,,5625,5625,5625,5625
24,Slovakia,,2417,2417,2417,2417
25,Finland,,3470,3470,3470,3470
26,Sweden,,7492,7492,7492,7492
27,United Kingdom,,256051,256051,256051,256051
28,Iceland,,224,224,224,224
29,Liechtenstein,,62,62,62,62
30,Norway,,9289,9289,9289,9289
31,Switzerland,,22362,22362,22362,22362
