,Region,726,731,738,745,752
0,Belgium,,179045,179045,179045,179045
1,Bulgaria,,39528,39528,39528,39528
2,Czechia,,62976,62976,62976,62976
3,Denmark,,154800,154800,154800,154800
4,Germany,,456306,456306,456306,456306
5,Estonia,,13463,13463,13463,13463
6,Ireland,,136016,136016,136016,136016
7,Greece,,161064,161064,161064,161064
8,Spain,,928130,928130,928130,928130
9,France,,2024575,2024575,2024575,2024575
10,Croatia,,53431,53431,53431,53431
11,Italy,,1268153,1268153,1268153,1268153
12,Cyprus,,22407,22407,22407,22407
13,Latvia,,14813,14813,14813,14813
14,Lithuania,,24268,24268,24268,24268
15,Luxembourg,,11137,11137,11137,11137
16,Hungary,,44057,44057,44057,44057
17,Malta,,3586,3586,3586,3586
18,Netherlands,,222106,222106,222106,222106
19,Austria,,99040,99040,99040,99040
20,Poland,,96285,96285,96285,96285
21,Portugal,,239276,239276,239276,239276
22,Romania,,56008,56008,56008,56008
23,Slovenia,,39874,39874,39874,39874
24,Slovakia,,19469,19469,19469,19469
25,Finland,,65613,65613,65613,65613
26,Sweden,,143713,143713,143713,143713
27,United Kingdom,,813326,813326,813326,813326
28,Iceland,,8527,8527,8527,8527
29,Liechtenstein,,556,556,556,556
30,Norway,,64605,64605,64605,64605
31,Switzerland,,183229,183229,183229,183229
