,Region,789,794,801,808,815
0,Belgium,,67509,67509,67509,67509
1,Bulgaria,,11538,11538,11538,11538
2,Czechia,,54328,54328,54328,54328
3,Denmark,,55976,55976,55976,55976
4,Germany,,1519317,1519317,1519317,1519317
5,Estonia,,11758,11758,11758,11758
6,Ireland,,23641,23641,23641,23641
7,Greece,,152564,152564,152564,152564
8,Spain,,100663,100663,100663,100663
9,France,,584222,584222,584222,584222
10,Croatia,,10681,10681,10681,10681
11,Italy,,477000,477000,477000,477000
12,Cyprus,,22970,22970,22970,22970
13,Latvia,,29522,29522,29522,29522
14,Lithuania,,30125,30125,30125,30125
15,Luxembourg,,7238,7238,7238,7238
16,Hungary,,9727,9727,9727,9727
17,Malta,,1628,1628,1628,1628
18,Netherlands,,360717,360717,360717,360717
19,Austria,,313144,313144,313144,313144
20,Poland,,74337,74337,74337,74337
21,Portugal,,78464,78464,78464,78464
22,Romania,,23430,23430,23430,23430
23,Slovenia,,18661,18661,18661,18661
24,Slovakia,,74447,74447,74447,74447
25,Finland,,52050,52050,52050,52050
26,Sweden,,9110,9110,9110,9110
27,United Kingdom,,563277,563277,563277,563277
28,Iceland,,12273,12273,12273,12273
29,Liechtenstein,,1218,1218,1218,1218
30,Norway,,28267,28267,28267,28267
31,Switzerland,,196195,196195,196195,196195
