,State,376,381,388,395,402
0,Washington,4318,157,140,133,133
1,Illinois,21273,420,302,208,136
2,California,41402,3864,3748,3467,3057
3,Arizona,13124,869,804,741,663
4,Massachusetts,14607,588,637,689,744
5,Wisconsin,6436,210,178,148,120
6,Texas,37245,2597,2896,3226,3589
7,Nebraska,1920,23,14,8,4
8,Utah,1668,NaN,NaN,NaN,NaN
9,Oregon,1958,NaN,NaN,NaN,NaN
10,Florida,26685,1307,1344,1337,1287
11,New York,43805,1238,1113,954,778
12,Rhode Island,2173,0,0,0,0
13,Georgia,14242,1277,1677,2196,2860
14,New Hampshire,1059,NaN,NaN,NaN,NaN
15,North Carolina,9342,663,653,618,567
16,New Jersey,21513,496,438,373,306
17,Colorado,5641,84,76,73,73
18,Maryland,7154,234,199,163,129
19,Nevada,4278,246,226,200,173
20,Tennessee,9753,728,779,832,888
21,Hawaii,409,NaN,NaN,NaN,NaN
22,Indiana,9989,266,213,166,125
23,Kentucky,3780,297,324,354,385
24,Minnesota,6270,84,53,31,17
25,Oklahoma,3564,281,305,331,358
26,Pennsylvania,21651,1084,909,731,563
27,South Carolina,7283,482,540,605,675
28,District of Columbia,916,NaN,NaN,NaN,NaN
29,Kansas,3797,184,157,131,106
30,Missouri,7044,289,265,240,216
31,Vermont,175,3,1,0,0
32,Virginia,6474,381,416,454,494
33,Connecticut,7119,203,174,143,113
34,Iowa,4906,95,66,44,28
35,Louisiana,8912,337,336,329,317
36,Ohio,11230,438,348,250,161
37,Michigan,15536,293,219,164,127
38,South Dakota,1778,60,44,26,12
39,Arkansas,4895,319,336,354,372
40,Delaware,1101,5,1,0,0
41,Mississippi,6056,292,285,273,257
42,New Mexico,3295,137,112,89,68
43,North Dakota,1447,13,8,5,3
44,Wyoming,596,NaN,NaN,NaN,NaN
45,Alaska,262,11,9,8,7
46,Maine,595,NaN,NaN,NaN,NaN
47,Alabama,7688,696,551,378,225
48,Idaho,1735,45,34,25,18
49,Montana,1234,45,26,22,18
50,Puerto Rico,1836,NaN,NaN,NaN,NaN
51,Virgin Islands,24,NaN,NaN,NaN,NaN
52,Guam,129,NaN,NaN,NaN,NaN
53,West Virginia,2028,130,113,96,79
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
