,State,312,318,325,332,339
0,Washington,2703,118,166,200,238
1,Illinois,12882,975,1036,1138,1244
2,California,19151,544,711,857,1016
3,Arizona,6634,270,299,337,373
4,Massachusetts,10722,268,309,357,399
5,Wisconsin,3487,322,338,344,351
6,Texas,21843,1025,1157,1252,1342
7,Nebraska,989,120,142,153,164
8,Utah,868,65,70,79,89
9,Oregon,905,89,107,124,142
10,Florida,18500,549,598,661,724
11,New York,34561,372,456,511,546
12,Rhode Island,1346,56,74,84,92
13,Georgia,9442,281,281,290,296
14,New Hampshire,526,29,35,46,60
15,North Carolina,5240,258,308,331,351
16,New Jersey,16978,342,405,448,487
17,Colorado,3003,278,354,398,443
18,Maryland,4625,216,241,267,286
19,Nevada,2136,143,161,192,225
20,Tennessee,4554,329,394,425,458
21,Hawaii,244,12,16,19,22
22,Indiana,5685,472,513,568,625
23,Kentucky,1896,145,165,183,202
24,Minnesota,3637,343,388,443,505
25,Oklahoma,1736,130,153,180,210
26,Pennsylvania,10297,693,920,1104,1294
27,South Carolina,4353,127,158,169,180
28,District of Columbia,680,21,25,26,26
29,Kansas,1529,132,175,197,221
30,Missouri,3850,232,277,302,329
31,Vermont,67,4,6,9,11
32,Virginia,4058,151,177,191,204
33,Connecticut,4961,190,233,242,249
34,Iowa,2399,195,221,234,248
35,Louisiana,6407,152,190,204,217
36,Ohio,6399,433,557,686,830
37,Michigan,9467,641,692,775,856
38,South Dakota,943,168,141,150,158
39,Arkansas,2470,172,202,222,246
40,Delaware,770,29,39,46,52
41,Mississippi,3806,146,177,202,230
42,New Mexico,1540,216,273,330,391
43,North Dakota,926,79,80,85,90
44,Wyoming,215,38,50,59,68
45,Alaska,121,29,36,42,48
46,Maine,191,21,25,27,31
47,Alabama,3577,143,167,170,174
48,Idaho,920,87,105,115,125
49,Montana,671,81,85,90,96
50,Puerto Rico,1094,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,112,NaN,NaN,NaN,NaN
53,West Virginia,729,98,130,157,190
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
