,Region,761,766,773,780,787
0,Belgium,,227,148,87,51
1,Bulgaria,,564,458,350,281
2,Czechia,,425,411,320,214
3,Denmark,,248,272,286,284
4,Germany,,1338,1332,1268,1186
5,Estonia,,52,52,49,48
6,Ireland,,98,102,98,90
7,Greece,,558,531,460,380
8,Spain,,2050,2108,2032,1917
9,France,,1312,952,645,387
10,Croatia,,306,264,224,195
11,Italy,,1621,1402,945,713
12,Cyprus,,33,34,30,30
13,Latvia,,95,102,88,72
14,Lithuania,,142,134,116,98
15,Luxembourg,,13,12,11,6
16,Hungary,,636,553,458,378
17,Malta,,10,7,5,4
18,Netherlands,,94,83,64,58
19,Austria,,185,184,175,166
20,Poland,,1540,1198,838,696
21,Portugal,,290,244,204,150
22,Romania,,941,814,680,578
23,Slovenia,,104,85,65,50
24,Slovakia,,152,122,88,67
25,Finland,,107,94,100,94
26,Sweden,,402,401,280,268
27,United Kingdom,,849,670,519,318
28,Iceland,,6,6,6,6
29,Liechtenstein,,1,1,1,0
30,Norway,,36,36,35,32
31,Switzerland,,68,54,44,36
