,Region,460,465,472,479,486
0,Belgium,,259,244,229,217
1,Bulgaria,,571,483,401,341
2,Czechia,,398,316,254,207
3,Denmark,,17,18,19,20
4,Germany,,1678,1755,1773,1776
5,Estonia,,42,34,28,24
6,Ireland,,40,40,40,41
7,Greece,,533,513,487,460
8,Spain,,657,632,627,616
9,France,,1927,1843,1724,1617
10,Croatia,,309,319,318,314
11,Italy,,2085,1875,1703,1565
12,Cyprus,,14,16,18,20
13,Latvia,,54,56,58,59
14,Lithuania,,92,99,102,105
15,Luxembourg,,9,9,8,8
16,Hungary,,1220,965,770,624
17,Malta,,3,2,2,2
18,Netherlands,,145,149,153,159
19,Austria,,180,166,151,139
20,Poland,,2883,2451,1992,1652
21,Portugal,,29,28,27,27
22,Romania,,1005,868,750,653
23,Slovenia,,43,41,39,37
24,Slovakia,,349,300,256,226
25,Finland,,13,11,9,9
26,Sweden,,174,180,180,173
27,United Kingdom,,139,127,124,124
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,18,17,16,15
31,Switzerland,,67,69,67,66
