,Region,537,542,549,556,563
0,Belgium,,17,18,23,31
1,Bulgaria,,35,31,28,25
2,Czechia,,12,14,17,22
3,Denmark,,3,3,4,7
4,Germany,,155,138,133,132
5,Estonia,,1,1,1,1
6,Ireland,,8,9,10,12
7,Greece,,68,110,205,414
8,Spain,,191,270,404,616
9,France,,155,178,230,328
10,Croatia,,11,10,9,9
11,Italy,,105,108,139,207
12,Cyprus,,5,11,21,39
13,Latvia,,12,10,8,8
14,Lithuania,,6,6,9,22
15,Luxembourg,,1,2,3,5
16,Hungary,,9,8,7,8
17,Malta,,0,3,13,26
18,Netherlands,,23,100,312,580
19,Austria,,10,13,20,42
20,Poland,,54,40,32,26
21,Portugal,,48,62,78,94
22,Romania,,234,183,152,129
23,Slovenia,,2,4,23,58
24,Slovakia,,8,7,6,5
25,Finland,,4,5,6,7
26,Sweden,,11,10,9,8
27,United Kingdom,,260,349,449,542
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,2,2,2,2
31,Switzerland,,6,6,6,8
