,Region,642,647,654,661,668
0,Belgium,,108,134,176,216
1,Bulgaria,,897,1049,1197,1337
2,Czechia,,86,116,170,277
3,Denmark,,17,19,23,30
4,Germany,,545,642,745,858
5,Estonia,,40,44,45,50
6,Ireland,,46,49,54,58
7,Greece,,254,260,278,304
8,Spain,,140,127,123,129
9,France,,167,165,156,149
10,Croatia,,150,169,192,215
11,Italy,,240,238,232,275
12,Cyprus,,5,5,6,6
13,Latvia,,169,235,306,370
14,Lithuania,,229,238,255,274
15,Luxembourg,,3,3,3,3
16,Hungary,,181,249,333,422
17,Malta,,0,0,0,0
18,Netherlands,,70,86,100,126
19,Austria,,89,98,108,138
20,Poland,,439,691,1031,1468
21,Portugal,,39,35,33,33
22,Romania,,3287,3662,3944,4186
23,Slovenia,,43,48,50,55
24,Slovakia,,108,123,140,159
25,Finland,,22,22,22,20
26,Sweden,,34,32,33,32
27,United Kingdom,,929,987,1139,1223
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,8,7,7,6
31,Switzerland,,22,22,21,21
