,Region,775,780,787,794,801
0,Belgium,,90,63,38,28
1,Bulgaria,,252,172,112,71
2,Czechia,,250,177,130,104
3,Denmark,,290,284,275,242
4,Germany,,1372,1329,1394,1275
5,Estonia,,72,56,46,38
6,Ireland,,56,44,32,26
7,Greece,,396,372,346,324
8,Spain,,838,506,355,234
9,France,,836,601,462,361
10,Croatia,,122,79,55,46
11,Italy,,1078,867,695,574
12,Cyprus,,26,24,20,18
13,Latvia,,124,114,101,86
14,Lithuania,,116,91,75,68
15,Luxembourg,,6,5,4,4
16,Hungary,,380,250,161,105
17,Malta,,4,4,3,3
18,Netherlands,,67,61,56,51
19,Austria,,218,214,208,195
20,Poland,,832,660,530,433
21,Portugal,,134,89,80,58
22,Romania,,455,293,180,128
23,Slovenia,,54,36,26,22
24,Slovakia,,267,268,249,198
25,Finland,,38,37,34,30
26,Sweden,,260,194,165,144
27,United Kingdom,,501,403,476,559
28,Iceland,,6,7,5,2
29,Liechtenstein,,1,1,1,0
30,Norway,,50,46,39,34
31,Switzerland,,67,62,59,48
