,Region,586,591,598,605,612
0,Belgium,,33,34,34,35
1,Bulgaria,,313,429,597,827
2,Czechia,,12,12,12,12
3,Denmark,,9,11,12,11
4,Germany,,197,278,296,373
5,Estonia,,5,5,6,7
6,Ireland,,20,21,21,20
7,Greece,,227,234,239,243
8,Spain,,715,630,571,552
9,France,,627,570,510,471
10,Croatia,,31,38,50,65
11,Italy,,379,391,401,416
12,Cyprus,,15,13,9,7
13,Latvia,,7,8,10,13
14,Lithuania,,55,60,65,64
15,Luxembourg,,1,1,2,2
16,Hungary,,8,10,11,11
17,Malta,,4,4,4,4
18,Netherlands,,50,51,49,47
19,Austria,,17,21,24,28
20,Poland,,24,28,31,35
21,Portugal,,76,74,71,66
22,Romania,,148,238,384,608
23,Slovenia,,11,17,23,29
24,Slovakia,,3,3,4,4
25,Finland,,11,10,10,9
26,Sweden,,15,19,21,21
27,United Kingdom,,782,788,836,878
28,Iceland,,1,1,1,0
29,Liechtenstein,,0,0,0,0
30,Norway,,4,7,10,14
31,Switzerland,,31,35,44,47
