,Region,579,584,591,598,605
0,Belgium,,31,34,36,37
1,Bulgaria,,228,353,495,652
2,Czechia,,9,8,8,8
3,Denmark,,6,6,6,6
4,Germany,,173,274,391,590
5,Estonia,,4,5,5,4
6,Ireland,,17,19,20,20
7,Greece,,165,170,172,179
8,Spain,,616,606,557,526
9,France,,470,492,484,450
10,Croatia,,20,23,33,48
11,Italy,,387,447,465,467
12,Cyprus,,17,14,11,8
13,Latvia,,6,8,8,10
14,Lithuania,,44,53,57,63
15,Luxembourg,,2,2,3,3
16,Hungary,,8,8,8,8
17,Malta,,6,6,7,7
18,Netherlands,,35,32,31,32
19,Austria,,11,17,25,28
20,Poland,,24,27,30,34
21,Portugal,,76,71,68,65
22,Romania,,83,120,169,231
23,Slovenia,,6,8,11,14
24,Slovakia,,4,5,6,6
25,Finland,,15,16,16,15
26,Sweden,,8,10,10,11
27,United Kingdom,,702,706,714,728
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,6,8,9,9
31,Switzerland,,25,29,45,59
