,Region,712,717,724,731,738
0,Belgium,,150,129,130,127
1,Bulgaria,,459,447,445,443
2,Czechia,,432,398,356,318
3,Denmark,,99,100,96,88
4,Germany,,1512,1226,1232,1058
5,Estonia,,29,28,30,29
6,Ireland,,22,17,19,20
7,Greece,,452,429,409,382
8,Spain,,577,841,1110,1456
9,France,,1623,1910,2168,2442
10,Croatia,,280,256,238,222
11,Italy,,1513,2280,4288,6868
12,Cyprus,,15,18,23,28
13,Latvia,,71,73,73,70
14,Lithuania,,137,132,129,126
15,Luxembourg,,8,9,9,9
16,Hungary,,649,465,336,241
17,Malta,,10,16,19,16
18,Netherlands,,230,220,212,208
19,Austria,,91,71,57,46
20,Poland,,2626,2267,1829,1560
21,Portugal,,193,243,287,326
22,Romania,,233,233,212,236
23,Slovenia,,50,48,48,50
24,Slovakia,,272,200,142,110
25,Finland,,57,64,69,76
26,Sweden,,58,64,72,78
27,United Kingdom,,1029,1122,1300,1507
28,Iceland,,1,2,2,2
29,Liechtenstein,,0,0,0,0
30,Norway,,49,46,42,39
31,Switzerland,,176,182,190,194
