,Region,635,640,647,654,661
0,Belgium,,67,72,74,83
1,Bulgaria,,673,698,700,687
2,Czechia,,49,66,87,119
3,Denmark,,12,13,14,15
4,Germany,,420,441,463,488
5,Estonia,,35,40,43,46
6,Ireland,,28,28,28,30
7,Greece,,227,231,231,232
8,Spain,,152,124,105,90
9,France,,146,136,132,125
10,Croatia,,122,129,136,143
11,Italy,,210,191,170,149
12,Cyprus,,3,3,3,3
13,Latvia,,101,132,155,181
14,Lithuania,,231,264,301,334
15,Luxembourg,,2,2,2,2
16,Hungary,,90,104,119,134
17,Malta,,0,1,0,0
18,Netherlands,,41,47,52,64
19,Austria,,71,73,75,76
20,Poland,,322,440,590,786
21,Portugal,,44,40,35,33
22,Romania,,2870,3453,4019,4574
23,Slovenia,,30,27,25,22
24,Slovakia,,126,160,160,161
25,Finland,,18,18,20,21
26,Sweden,,34,31,30,30
27,United Kingdom,,875,914,945,994
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,8,6,5,4
31,Switzerland,,27,23,19,16
