,Region,698,703,710,717,724
0,Belgium,,358,320,298,252
1,Bulgaria,,469,410,352,312
2,Czechia,,712,616,518,514
3,Denmark,,69,68,66,62
4,Germany,,2444,2182,1969,1732
5,Estonia,,25,24,24,24
6,Ireland,,57,56,55,49
7,Greece,,614,556,486,527
8,Spain,,390,492,654,860
9,France,,1222,1450,1519,1550
10,Croatia,,320,272,227,187
11,Italy,,952,1176,1478,1741
12,Cyprus,,12,14,16,16
13,Latvia,,73,61,52,48
14,Lithuania,,125,120,113,109
15,Luxembourg,,8,10,9,9
16,Hungary,,968,759,569,418
17,Malta,,2,3,3,5
18,Netherlands,,314,299,295,294
19,Austria,,269,219,136,90
20,Poland,,2823,2693,2164,1901
21,Portugal,,132,131,127,120
22,Romania,,455,373,218,135
23,Slovenia,,78,67,61,51
24,Slovakia,,646,648,568,512
25,Finland,,43,42,41,41
26,Sweden,,44,54,56,56
27,United Kingdom,,908,1039,1047,1030
28,Iceland,,0,0,0,0
29,Liechtenstein,,2,2,2,2
30,Norway,,67,80,82,85
31,Switzerland,,186,179,179,176
