,Region,600,605,612,619,626
0,Belgium,,43,45,46,46
1,Bulgaria,,461,502,508,500
2,Czechia,,9,11,14,17
3,Denmark,,18,16,14,13
4,Germany,,283,307,334,347
5,Estonia,,13,14,16,18
6,Ireland,,30,28,28,24
7,Greece,,298,296,292,294
8,Spain,,449,335,260,210
9,France,,538,454,367,288
10,Croatia,,77,92,118,147
11,Italy,,414,409,379,359
12,Cyprus,,12,10,8,7
13,Latvia,,25,32,44,54
14,Lithuania,,84,94,107,130
15,Luxembourg,,2,2,2,2
16,Hungary,,21,28,36,46
17,Malta,,4,3,3,3
18,Netherlands,,38,35,33,32
19,Austria,,44,52,63,76
20,Poland,,54,70,94,120
21,Portugal,,60,52,45,36
22,Romania,,388,568,815,1070
23,Slovenia,,18,24,30,38
24,Slovakia,,10,14,20,29
25,Finland,,10,8,8,8
26,Sweden,,12,12,14,14
27,United Kingdom,,986,1016,1014,1024
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,8,10,11,12
31,Switzerland,,42,44,48,49
