,Region,628,633,640,647,654
0,Belgium,,60,57,58,56
1,Bulgaria,,630,685,720,737
2,Czechia,,29,34,45,63
3,Denmark,,10,9,9,10
4,Germany,,393,388,411,407
5,Estonia,,30,36,42,50
6,Ireland,,32,32,30,29
7,Greece,,214,212,213,212
8,Spain,,194,157,134,117
9,France,,170,138,114,94
10,Croatia,,102,109,117,125
11,Italy,,242,211,190,166
12,Cyprus,,3,2,2,2
13,Latvia,,82,111,137,165
14,Lithuania,,204,241,270,307
15,Luxembourg,,1,1,1,1
16,Hungary,,69,80,93,107
17,Malta,,1,1,1,1
18,Netherlands,,26,25,22,22
19,Austria,,66,64,65,64
20,Poland,,224,308,420,552
21,Portugal,,37,34,32,29
22,Romania,,2496,3227,4181,5226
23,Slovenia,,41,40,38,37
24,Slovakia,,97,134,177,238
25,Finland,,14,14,14,14
26,Sweden,,32,29,26,22
27,United Kingdom,,794,787,780,754
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,7,6,4,3
31,Switzerland,,26,20,17,14
