,Region,411,416,423,430,437
0,Belgium,,183,180,178,174
1,Bulgaria,,455,553,682,826
2,Czechia,,1517,1632,1658,1622
3,Denmark,,19,18,17,15
4,Germany,,1657,1541,1418,1315
5,Estonia,,67,78,90,98
6,Ireland,,98,77,61,46
7,Greece,,276,327,380,440
8,Spain,,1470,1292,1101,958
9,France,,2013,1948,1884,1813
10,Croatia,,68,69,70,75
11,Italy,,2140,2315,2497,2650
12,Cyprus,,2,3,5,9
13,Latvia,,63,57,51,45
14,Lithuania,,76,73,69,65
15,Luxembourg,,11,11,11,11
16,Hungary,,1064,1393,1796,2290
17,Malta,,14,16,18,22
18,Netherlands,,264,257,247,236
19,Austria,,156,162,174,192
20,Poland,,1573,1901,2202,2596
21,Portugal,,155,107,84,72
22,Romania,,574,621,670,725
23,Slovenia,,44,40,36,32
24,Slovakia,,673,679,677,669
25,Finland,,19,22,23,25
26,Sweden,,161,179,176,168
27,United Kingdom,,1253,915,683,520
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,9,10,12,14
31,Switzerland,,70,64,61,56
