,Region,663,668,675,682,689
0,Belgium,,256,336,433,513
1,Bulgaria,,1244,1170,1080,1024
2,Czechia,,656,994,1313,1619
3,Denmark,,36,47,60,70
4,Germany,,1509,1987,2584,3274
5,Estonia,,84,82,76,76
6,Ireland,,87,115,140,164
7,Greece,,508,626,752,847
8,Spain,,172,168,174,177
9,France,,244,279,318,355
10,Croatia,,488,625,763,878
11,Italy,,412,500,610,741
12,Cyprus,,7,7,8,10
13,Latvia,,266,254,230,198
14,Lithuania,,214,204,191,177
15,Luxembourg,,6,7,7,6
16,Hungary,,1035,1680,2556,3623
17,Malta,,1,1,1,1
18,Netherlands,,246,303,354,390
19,Austria,,267,382,543,668
20,Poland,,1558,2140,2779,3388
21,Portugal,,46,60,77,92
22,Romania,,2062,1494,1078,823
23,Slovenia,,126,147,168,190
24,Slovakia,,348,456,576,706
25,Finland,,28,30,30,32
26,Sweden,,28,27,25,24
27,United Kingdom,,1085,1068,1032,988
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,1,1
30,Norway,,28,36,44,56
31,Switzerland,,61,74,92,105
