,Region,593,598,605,612,619
0,Belgium,,32,32,32,32
1,Bulgaria,,440,564,656,741
2,Czechia,,10,10,10,11
3,Denmark,,11,11,11,9
4,Germany,,253,298,344,398
5,Estonia,,10,10,12,14
6,Ireland,,20,19,20,19
7,Greece,,264,261,265,254
8,Spain,,726,655,569,500
9,France,,533,500,466,374
10,Croatia,,47,62,77,99
11,Italy,,418,452,480,520
12,Cyprus,,13,12,12,11
13,Latvia,,13,17,23,31
14,Lithuania,,77,83,91,116
15,Luxembourg,,1,1,1,1
16,Hungary,,8,8,8,9
17,Malta,,3,4,3,3
18,Netherlands,,44,45,47,47
19,Austria,,24,29,34,39
20,Poland,,36,47,59,82
21,Portugal,,71,65,59,53
22,Romania,,248,390,593,914
23,Slovenia,,12,17,23,31
24,Slovakia,,2,3,4,6
25,Finland,,11,10,9,9
26,Sweden,,13,15,15,16
27,United Kingdom,,855,906,931,947
28,Iceland,,1,1,1,0
29,Liechtenstein,,0,0,0,0
30,Norway,,8,11,17,20
31,Switzerland,,46,49,44,41
