,Region,684,689,696,703,710
0,Belgium,,392,440,480,508
1,Bulgaria,,637,520,457,395
2,Czechia,,891,940,895,834
3,Denmark,,89,100,109,114
4,Germany,,2334,2507,2552,2574
5,Estonia,,28,22,16,13
6,Ireland,,54,60,59,53
7,Greece,,646,627,588,543
8,Spain,,242,412,591,804
9,France,,852,1377,1932,2586
10,Croatia,,442,418,362,309
11,Italy,,674,820,947,1112
12,Cyprus,,8,10,13,15
13,Latvia,,120,96,80,63
14,Lithuania,,137,120,111,100
15,Luxembourg,,12,14,15,17
16,Hungary,,1364,1413,1409,1340
17,Malta,,2,2,2,3
18,Netherlands,,416,432,425,413
19,Austria,,453,438,380,313
20,Poland,,2984,3440,3458,3336
21,Portugal,,142,175,197,212
22,Romania,,626,419,274,212
23,Slovenia,,110,91,74,60
24,Slovakia,,600,656,676,676
25,Finland,,64,61,64,71
26,Sweden,,28,36,38,38
27,United Kingdom,,865,902,960,922
28,Iceland,,0,0,0,0
29,Liechtenstein,,1,1,1,0
30,Norway,,69,91,112,114
31,Switzerland,,154,197,224,226
