,State,536,542,549,556,563,570,577
0,Washington,NaN,1566,1379,1245,1185,1195,1217
1,Illinois,NaN,1381,2020,3077,4868,7790,12352
2,California,NaN,9249,12140,16350,22736,32204,46027
3,Arizona,NaN,3480,4054,4804,5767,7217,9347
4,Massachusetts,NaN,225,241,271,312,386,494
5,Wisconsin,NaN,325,407,543,781,1140,1743
6,Texas,NaN,8605,12213,19295,34009,63994,115297
7,Nebraska,NaN,296,305,320,365,422,528
8,Utah,NaN,1738,1915,2157,2448,2860,3333
9,Oregon,NaN,664,542,468,439,437,453
10,Florida,NaN,12615,15978,20601,26574,34261,43727
11,New York,NaN,2119,2569,3217,4239,5939,8399
12,Rhode Island,NaN,43,30,21,15,14,14
13,Georgia,NaN,2246,3009,4243,6385,9992,15661
14,New Hampshire,NaN,20,15,13,14,9,13
15,North Carolina,NaN,1385,1748,2414,3648,5932,9950
16,New Jersey,NaN,1272,1277,1330,1445,1602,1814
17,Colorado,NaN,1889,1866,1898,2021,2214,2555
18,Maryland,NaN,326,387,478,612,814,1129
19,Nevada,NaN,3196,3429,3704,4059,4424,4820
20,Tennessee,NaN,954,1899,4042,8594,16052,23354
21,Hawaii,NaN,324,368,423,508,643,827
22,Indiana,NaN,1337,1674,2367,3739,6253,10759
23,Kentucky,NaN,561,497,501,553,645,788
24,Minnesota,NaN,316,320,337,384,460,564
25,Oklahoma,NaN,1029,1246,1573,2068,2817,4011
26,Pennsylvania,NaN,532,456,427,422,434,479
27,South Carolina,NaN,402,480,594,767,1029,1468
28,District of Columbia,NaN,45,42,40,35,36,36
29,Kansas,NaN,1082,1422,1961,2864,4197,6070
30,Missouri,NaN,8530,12107,17230,24657,34564,45706
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,880,1171,1756,2976,5430,10416
33,Connecticut,NaN,261,292,325,384,467,596
34,Iowa,NaN,549,438,363,332,330,372
35,Louisiana,NaN,4048,6324,10403,17347,27513,38130
36,Ohio,NaN,859,834,877,1005,1204,1569
37,Michigan,NaN,642,675,764,910,1153,1526
38,South Dakota,NaN,11,7,7,7,7,7
39,Arkansas,NaN,3855,5661,8390,11943,15732,18584
40,Delaware,NaN,111,119,131,148,177,218
41,Mississippi,NaN,1251,1739,2577,4011,6113,8932
42,New Mexico,NaN,180,175,174,180,185,201
43,North Dakota,NaN,14,9,9,14,14,16
44,Wyoming,NaN,257,239,248,258,297,346
45,Alaska,NaN,261,426,699,1121,1768,2630
46,Maine,NaN,33,25,24,21,22,27
47,Alabama,NaN,1641,2883,5390,10230,18807,28996
48,Idaho,NaN,363,474,668,989,1547,2410
49,Montana,NaN,192,171,161,164,179,197
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,92,75,75,80,91,107
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
