,State,543,549,556,563,570,577,584
0,Washington,NaN,2689,3775,5301,7730,11204,15631
1,Illinois,NaN,2000,2794,3879,5476,7871,11325
2,California,NaN,15960,24247,35556,51513,71570,91367
3,Arizona,NaN,4203,5290,6534,8086,10020,12384
4,Massachusetts,NaN,355,431,525,643,836,1131
5,Wisconsin,NaN,563,779,1039,1443,2004,2835
6,Texas,NaN,13577,21777,36263,60738,94466,119129
7,Nebraska,NaN,300,308,332,370,430,528
8,Utah,NaN,2128,2403,2673,2911,3155,3305
9,Oregon,NaN,941,1063,1208,1440,1781,2284
10,Florida,NaN,18125,23181,28371,33914,39089,42959
11,New York,NaN,2916,3616,4462,5645,7241,9235
12,Rhode Island,NaN,42,30,21,16,14,14
13,Georgia,NaN,4570,7325,11692,18423,27405,37135
14,New Hampshire,NaN,27,27,22,22,21,22
15,North Carolina,NaN,3247,5287,8302,12931,19681,27652
16,New Jersey,NaN,1527,1632,1754,1928,2165,2505
17,Colorado,NaN,2239,2408,2590,2852,3273,3851
18,Maryland,NaN,515,720,995,1426,2105,3172
19,Nevada,NaN,4484,5405,6036,6373,6363,5984
20,Tennessee,NaN,1550,2624,4175,6552,9465,12071
21,Hawaii,NaN,521,756,1068,1548,2258,3071
22,Indiana,NaN,2025,3186,5150,8517,13080,17330
23,Kentucky,NaN,908,1156,1527,2145,3049,4495
24,Minnesota,NaN,578,834,1178,1749,2646,4006
25,Oklahoma,NaN,1464,1984,2765,3925,5555,7505
26,Pennsylvania,NaN,654,708,817,1020,1367,1976
27,South Carolina,NaN,885,1393,2136,3260,4917,6897
28,District of Columbia,NaN,51,47,44,38,34,31
29,Kansas,NaN,1672,2413,3453,4784,6152,7046
30,Missouri,NaN,10747,13926,17401,20980,24080,25922
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,1207,1660,2431,3853,6480,10835
33,Connecticut,NaN,386,502,635,807,1072,1425
34,Iowa,NaN,427,291,241,230,242,278
35,Louisiana,NaN,7119,11203,16588,22701,27130,27818
36,Ohio,NaN,1635,2330,3307,4886,7568,11665
37,Michigan,NaN,998,1294,1739,2415,3516,5305
38,South Dakota,NaN,14,9,7,7,7,7
39,Arkansas,NaN,5098,6959,9085,10867,11690,10848
40,Delaware,NaN,197,258,324,411,532,697
41,Mississippi,NaN,2025,2897,4010,5364,6745,7788
42,New Mexico,NaN,274,366,472,619,811,1092
43,North Dakota,NaN,18,14,14,14,16,19
44,Wyoming,NaN,348,324,309,299,293,296
45,Alaska,NaN,333,469,638,849,1075,1300
46,Maine,NaN,63,59,49,47,49,55
47,Alabama,NaN,2839,4848,7795,11904,16533,20637
48,Idaho,NaN,520,631,771,979,1251,1613
49,Montana,NaN,199,187,178,182,186,204
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,103,94,100,117,143,195
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
