,State,529,535,542,549,556,563,570
0,Washington,NaN,1966,1772,1672,1636,1655,1745
1,Illinois,NaN,734,825,961,1194,1511,2002
2,California,NaN,7779,10638,15063,22044,33186,49241
3,Arizona,NaN,3066,3784,4798,6359,8502,11473
4,Massachusetts,NaN,189,152,128,112,96,92
5,Wisconsin,NaN,265,274,306,368,473,632
6,Texas,NaN,7505,12217,23978,46902,73191,84028
7,Nebraska,NaN,303,308,333,388,460,580
8,Utah,NaN,1643,1702,1824,1997,2219,2550
9,Oregon,NaN,845,690,599,558,544,578
10,Florida,NaN,8859,9437,10484,12188,14440,17445
11,New York,NaN,1659,1598,1591,1626,1769,1990
12,Rhode Island,NaN,65,42,33,22,20,16
13,Georgia,NaN,1707,1924,2421,3347,4843,7352
14,New Hampshire,NaN,30,21,19,14,13,13
15,North Carolina,NaN,1342,1753,2757,4888,8766,13871
16,New Jersey,NaN,1229,1264,1341,1463,1686,2013
17,Colorado,NaN,1789,1614,1499,1469,1493,1609
18,Maryland,NaN,237,235,252,270,330,406
19,Nevada,NaN,3502,4670,6179,8137,10396,12604
20,Tennessee,NaN,491,494,575,719,940,1279
21,Hawaii,NaN,279,287,305,341,381,442
22,Indiana,NaN,1147,1189,1353,1650,2102,2733
23,Kentucky,NaN,582,548,577,655,777,983
24,Minnesota,NaN,317,282,279,282,295,325
25,Oklahoma,NaN,849,1008,1245,1607,2109,2797
26,Pennsylvania,NaN,655,639,696,820,1011,1339
27,South Carolina,NaN,273,238,227,226,242,270
28,District of Columbia,NaN,34,26,20,16,12,7
29,Kansas,NaN,791,917,1133,1453,1948,2693
30,Missouri,NaN,5599,6800,8630,11185,14403,18035
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,655,942,1551,2774,4628,6571
33,Connecticut,NaN,213,201,193,196,202,216
34,Iowa,NaN,255,252,272,305,368,457
35,Louisiana,NaN,2705,3974,6424,10831,18358,28707
36,Ohio,NaN,950,832,832,918,1071,1339
37,Michigan,NaN,898,1388,2339,4171,7534,12504
38,South Dakota,NaN,8,7,7,7,8,8
39,Arkansas,NaN,2440,3524,5210,7673,10792,14070
40,Delaware,NaN,102,96,95,98,98,108
41,Mississippi,NaN,793,1039,1451,2131,3297,5061
42,New Mexico,NaN,192,158,140,134,123,116
43,North Dakota,NaN,25,18,14,17,17,24
44,Wyoming,NaN,272,276,302,329,374,442
45,Alaska,NaN,175,303,526,905,1489,2293
46,Maine,NaN,51,40,30,31,31,31
47,Alabama,NaN,879,1124,1529,2191,3225,4897
48,Idaho,NaN,303,265,251,252,278,335
49,Montana,NaN,198,177,170,176,187,210
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,106,70,66,69,86,104
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
