,State,473,479,486,493,500,507,514
0,Washington,NaN,8180,6739,5509,4627,3907,3379
1,Illinois,NaN,13646,11302,9386,7888,6787,6018
2,California,NaN,10787,11889,14364,18968,26399,37097
3,Arizona,NaN,4169,3607,3124,2769,2560,2471
4,Massachusetts,NaN,4748,3408,2387,1633,1127,766
5,Wisconsin,NaN,3844,3489,3270,3134,3151,3243
6,Texas,NaN,14379,12502,11599,11819,12926,14760
7,Nebraska,NaN,950,821,727,676,650,644
8,Utah,NaN,1661,1433,1267,1150,1101,1116
9,Oregon,NaN,4933,4317,3871,3420,3019,2744
10,Florida,NaN,23541,17503,13089,10113,8052,6643
11,New York,NaN,14302,10151,7378,5530,4374,3640
12,Rhode Island,NaN,1602,1176,827,587,415,292
13,Georgia,NaN,5888,4959,4334,4102,4093,4281
14,New Hampshire,NaN,1130,822,575,403,301,232
15,North Carolina,NaN,7609,7601,8819,11591,16418,22436
16,New Jersey,NaN,5642,3027,1666,963,597,377
17,Colorado,NaN,8447,6425,4909,3871,3155,2603
18,Maryland,NaN,3567,2587,1915,1490,1175,976
19,Nevada,NaN,2461,2219,1994,1839,1699,1607
20,Tennessee,NaN,4019,3470,3233,3214,3405,3736
21,Hawaii,NaN,659,662,630,578,512,450
22,Indiana,NaN,6769,7063,7648,8651,9941,11514
23,Kentucky,NaN,3266,3483,3948,4608,5583,6838
24,Minnesota,NaN,7983,6743,5651,4783,4121,3594
25,Oklahoma,NaN,1019,876,802,798,833,897
26,Pennsylvania,NaN,14635,10726,7978,6001,4638,3670
27,South Carolina,NaN,3665,3236,3005,2880,2922,3103
28,District of Columbia,NaN,388,329,264,211,160,115
29,Kansas,NaN,1160,1037,964,943,966,1029
30,Missouri,NaN,2977,2734,2719,2846,3191,3806
31,Vermont,NaN,323,257,217,179,148,115
32,Virginia,NaN,4355,3476,2962,2630,2497,2382
33,Connecticut,NaN,2696,2818,3179,3722,4419,5215
34,Iowa,NaN,1606,1356,1201,1118,1057,1060
35,Louisiana,NaN,2400,2462,2862,3644,4957,6757
36,Ohio,NaN,7685,6693,6080,5907,6073,6546
37,Michigan,NaN,18097,13938,11246,9413,8306,7474
38,South Dakota,NaN,347,251,197,165,155,145
39,Arkansas,NaN,912,960,1059,1226,1481,1857
40,Delaware,NaN,1084,829,640,479,367,283
41,Mississippi,NaN,716,652,653,727,853,1064
42,New Mexico,NaN,899,818,768,763,772,815
43,North Dakota,NaN,452,408,387,389,419,470
44,Wyoming,NaN,183,193,211,246,307,374
45,Alaska,NaN,612,562,539,542,607,687
46,Maine,NaN,1691,1515,1330,1156,1010,853
47,Alabama,NaN,1816,1733,1773,1977,2287,2879
48,Idaho,NaN,995,871,819,850,939,1062
49,Montana,NaN,557,531,528,549,607,675
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2026,2028,2168,2494,3028,3664
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
