,State,281,290,297,304,311,318,325
0,Washington,105557,4996,5427,6009,6212,6242,3589
1,Illinois,400159,38131,44154,50045,52524,52891,30204
2,California,923648,38495,51999,67980,74876,76591,44203
3,Arizona,242480,10348,23160,44512,54189,56613,32650
4,Massachusetts,155564,10955,15209,19265,20841,21200,12115
5,Wisconsin,214995,29706,30431,30769,30892,30668,17274
6,Texas,918721,47024,58072,69044,73656,74288,42344
7,Nebraska,68150,6129,7081,7874,8165,8258,4651
8,Utah,110640,9491,10711,11634,12042,12145,7058
9,Oregon,43793,3181,3944,4815,5137,5271,2995
10,Florida,794624,33684,43151,53896,58231,59278,34179
11,New York,503176,14360,17904,22022,23725,24350,14144
12,Rhode Island,32312,3761,6054,8191,9104,9179,5185
13,Georgia,356848,10679,12056,13890,14740,15009,8523
14,New Hampshire,10768,878,1149,1449,1560,1595,908
15,North Carolina,269021,16649,19620,23000,24425,24871,14333
16,New Jersey,234547,12220,15746,19274,20596,20841,11938
17,Colorado,101991,15545,21295,27704,30048,30859,17553
18,Maryland,143387,6400,8275,10216,11029,11317,6563
19,Nevada,98552,5559,5774,6045,6219,6265,3536
20,Tennessee,256880,21460,23724,25708,26519,26820,15357
21,Hawaii,14911,721,1207,1937,2295,2363,1356
22,Indiana,172730,18999,22163,25095,26255,26312,14899
23,Kentucky,103305,12078,14280,16263,16899,17163,9708
24,Minnesota,142311,14199,16776,19018,19973,20095,11594
25,Oklahoma,120193,8204,8408,8635,8702,8726,5032
26,Pennsylvania,208087,18842,25382,32778,36070,36659,21181
27,South Carolina,174591,7815,9104,10532,11090,11425,6479
28,District of Columbia,17074,696,1154,1678,1901,1969,1146
29,Kansas,80136,5657,6342,7078,7247,7462,4262
30,Missouri,177707,14108,16848,19742,20952,21177,12207
31,Vermont,2141,258,430,646,737,773,441
32,Virginia,178183,9076,12089,15777,17202,16966,9067
33,Connecticut,70446,6062,8241,10534,11405,11678,6702
34,Iowa,122950,10646,12506,14154,14696,14908,8561
35,Louisiana,181837,3979,4537,5309,5591,5748,3284
36,Ohio,208937,20152,23688,27201,28678,29019,16575
37,Michigan,190043,22526,29443,36204,39178,40019,23083
38,South Dakota,43000,6076,6402,6473,6416,6388,3627
39,Arkansas,109712,6533,7096,7715,7956,8021,4594
40,Delaware,24553,1103,1265,1432,1496,1498,866
41,Mississippi,118587,5540,6685,7990,8534,8702,5031
42,New Mexico,44904,5245,6011,6672,6940,7069,4016
43,North Dakota,41130,4408,4059,3699,3577,3558,2029
44,Wyoming,12507,1995,2373,2647,2766,2819,1601
45,Alaska,15522,2035,2670,3293,3511,3614,2077
46,Maine,6466,547,999,1567,1840,1945,1099
47,Alabama,189149,9019,10021,10900,11259,11386,6489
48,Idaho,62746,6689,7262,7870,8119,8202,4754
49,Montana,30853,4982,6018,6826,7108,7098,4011
50,Puerto Rico,64798,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,1353,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,4549,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,23466,2862,3649,4369,4715,4774,2747
54,Northern Mariana Islands,92,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
