,State,459,465,472,479,486,493,500
0,Washington,NaN,10834,12146,13560,14853,15878,16342
1,Illinois,NaN,17211,13502,10815,8907,7403,6145
2,California,NaN,13362,11190,10799,11824,12893,12402
3,Arizona,NaN,5059,5482,6150,7006,8129,9599
4,Massachusetts,NaN,7469,5152,3488,2351,1551,985
5,Wisconsin,NaN,4817,4156,3683,3376,3196,3026
6,Texas,NaN,19426,20740,24304,30377,38223,44640
7,Nebraska,NaN,1239,969,806,708,631,605
8,Utah,NaN,1855,1906,1970,2014,2070,2086
9,Oregon,NaN,6085,7421,9035,10742,12366,13559
10,Florida,NaN,38124,31853,26529,22101,18936,16592
11,New York,NaN,28973,21029,15357,11434,8737,6647
12,Rhode Island,NaN,2260,3164,3924,4337,4206,3543
13,Georgia,NaN,8113,7582,7468,7720,8157,8888
14,New Hampshire,NaN,2005,1481,1042,698,463,320
15,North Carolina,NaN,10673,9894,9866,10318,11234,12361
16,New Jersey,NaN,18425,14586,11057,8299,6072,4293
17,Colorado,NaN,10562,10109,9603,8812,8081,7254
18,Maryland,NaN,6880,5140,3906,3015,2384,1950
19,Nevada,NaN,2367,2060,1833,1646,1517,1418
20,Tennessee,NaN,5670,5176,5042,5334,6019,7021
21,Hawaii,NaN,540,487,452,413,358,284
22,Indiana,NaN,6628,5783,5272,5222,5421,5792
23,Kentucky,NaN,2775,2559,2505,2550,2712,2993
24,Minnesota,NaN,10766,8501,6798,5577,4624,3897
25,Oklahoma,NaN,2332,2173,2147,2248,2470,2824
26,Pennsylvania,NaN,25307,20444,16566,13635,10919,8786
27,South Carolina,NaN,5018,4417,3983,3715,3661,3740
28,District of Columbia,NaN,561,364,236,139,76,39
29,Kansas,NaN,1176,1077,1019,984,986,985
30,Missouri,NaN,3404,3403,3720,4360,5488,7048
31,Vermont,NaN,523,401,340,309,280,249
32,Virginia,NaN,7297,5812,4843,4268,3832,3559
33,Connecticut,NaN,4417,3140,2236,1601,1144,794
34,Iowa,NaN,2236,2017,1889,1811,1767,1718
35,Louisiana,NaN,2809,3493,4714,6783,10237,14761
36,Ohio,NaN,10137,7931,6487,5599,5155,4963
37,Michigan,NaN,32869,20123,12767,8583,6157,4649
38,South Dakota,NaN,706,537,438,390,368,354
39,Arkansas,NaN,839,852,910,996,1155,1358
40,Delaware,NaN,2071,1609,1235,958,740,576
41,Mississippi,NaN,934,974,1077,1232,1455,1808
42,New Mexico,NaN,876,921,984,1048,1147,1238
43,North Dakota,NaN,561,486,442,431,437,469
44,Wyoming,NaN,173,179,197,223,267,325
45,Alaska,NaN,576,572,653,792,1023,1278
46,Maine,NaN,2881,2741,2548,2348,2112,1813
47,Alabama,NaN,1932,2202,2650,3302,4256,5560
48,Idaho,NaN,1125,969,882,860,875,929
49,Montana,NaN,699,637,606,593,594,613
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2067,1901,1856,1931,2105,2460
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
