,State,298,304,311,318,325
0,Washington,130040,13710,16195,19523,23171
1,Illinois,573616,88536,96296,107686,120357
2,California,1032095,61033,73020,81708,91543
3,Arizona,275436,16330,17980,19399,20993
4,Massachusetts,188275,20162,24116,29282,34622
5,Wisconsin,329924,55397,64667,76235,89362
6,Texas,1073590,73625,83794,94752,110710
7,Nebraska,98161,16770,20405,24574,28886
8,Utah,153808,21649,23199,24829,25853
9,Oregon,56880,7881,9501,11250,13705
10,Florida,885201,42698,50501,58548,68458
11,New York,560200,35728,43534,52452,63208
12,Rhode Island,41529,6100,7181,8243,9439
13,Georgia,424989,21702,27531,32677,40129
14,New Hampshire,14682,2455,2905,3517,3968
15,North Carolina,312235,21551,25759,30643,37173
16,New Jersey,279274,27229,32681,39468,49416
17,Colorado,163417,36168,42669,50425,59679
18,Maryland,165930,13423,15553,18641,22396
19,Nevada,120183,11644,12837,13111,13831
20,Tennessee,310937,30833,37947,45474,54862
21,Hawaii,16759,859,1084,1309,1521
22,Indiana,251597,44759,53012,63794,75912
23,Kentucky,137586,19729,23654,28802,33913
24,Minnesota,223581,44044,51803,60991,71193
25,Oklahoma,154128,18165,21574,25555,30866
26,Pennsylvania,268696,38796,46487,53645,63332
27,South Carolina,195507,11301,13319,16065,19309
28,District of Columbia,18977,1100,1388,1568,1960
29,Kansas,117564,19409,23240,28083,32874
30,Missouri,244541,40540,46993,54444,62414
31,Vermont,2889,575,767,935,1158
32,Virginia,201960,13350,15707,18326,21716
33,Connecticut,88645,13018,15807,18021,20864
34,Iowa,186314,37094,45498,53748,63870
35,Louisiana,204513,11710,13663,16922,20006
36,Ohio,298096,52609,62565,73553,87985
37,Michigan,275792,57210,67353,77758,87962
38,South Dakota,65381,12346,15025,18046,21984
39,Arkansas,133040,13604,15957,18833,23186
40,Delaware,28803,2400,2956,3556,4387
41,Mississippi,134309,8494,10373,12686,15476
42,New Mexico,64201,11783,13860,16493,19991
43,North Dakota,63796,11051,13366,16597,19938
44,Wyoming,22494,6369,7751,9036,11121
45,Alaska,23814,4428,5570,7017,8226
46,Maine,8944,1374,1665,1948,2414
47,Alabama,217822,16389,19844,23675,28480
48,Idaho,82245,11312,13324,15897,18859
49,Montana,47158,8085,9400,11318,13437
50,Puerto Rico,42479,NaN,NaN,NaN,NaN
51,Virgin Islands,1434,NaN,NaN,NaN,NaN
52,Guam,5924,NaN,NaN,NaN,NaN
53,West Virginia,33659,5921,7118,8751,10743
54,Northern Mariana Islands,102,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
