,State,381,388,395,402,409
0,Washington,4449,175,177,166,164
1,Illinois,21676,536,503,426,360
2,California,43991,3465,3104,2487,1965
3,Arizona,14011,1003,957,839,605
4,Massachusetts,14921,439,417,361,328
5,Wisconsin,6611,236,224,198,150
6,Texas,39182,2353,2275,2082,1874
7,Nebraska,1968,37,38,38,37
8,Utah,1733,75,74,71,58
9,Oregon,2020,97,95,90,88
10,Florida,27599,1154,1071,907,833
11,New York,44664,1266,1266,1158,1107
12,Rhode Island,2400,62,64,69,56
13,Georgia,15090,1021,963,839,718
14,New Hampshire,1098,64,65,65,59
15,North Carolina,9926,772,760,715,621
16,New Jersey,21964,553,549,526,493
17,Colorado,5722,127,120,105,100
18,Maryland,7329,268,258,222,212
19,Nevada,4496,236,218,175,156
20,Tennessee,10463,653,613,535,386
21,Hawaii,416,19,21,22,26
22,Indiana,11752,268,249,205,175
23,Kentucky,4020,317,309,281,257
24,Minnesota,6357,112,107,92,90
25,Oklahoma,3761,267,263,234,205
26,Pennsylvania,22353,1163,1108,983,923
27,South Carolina,7611,477,483,479,419
28,District of Columbia,947,34,36,38,40
29,Kansas,4075,175,173,175,139
30,Missouri,7472,170,164,141,141
31,Vermont,182,5,8,11,16
32,Virginia,6773,450,467,477,370
33,Connecticut,7214,204,203,180,167
34,Iowa,5108,150,150,135,117
35,Louisiana,9076,258,251,226,206
36,Ohio,17494,452,431,379,337
37,Michigan,15854,314,299,261,245
38,South Dakota,1804,53,50,43,41
39,Arkansas,5061,259,251,219,193
40,Delaware,1329,38,39,38,41
41,Mississippi,6266,295,295,279,259
42,New Mexico,3386,134,125,104,99
43,North Dakota,1453,15,17,18,21
44,Wyoming,624,31,31,28,31
45,Alaska,279,6,8,10,15
46,Maine,634,49,51,53,51
47,Alabama,8513,890,885,855,734
48,Idaho,1767,46,47,44,45
49,Montana,1312,79,77,70,70
50,Puerto Rico,1872,60,63,62,63
51,Virgin Islands,24,NaN,NaN,NaN,NaN
52,Guam,129,2,4,7,12
53,West Virginia,2119,125,124,115,104
54,Northern Mariana Islands,2,1,4,7,12
55,American Samoa,0,1,3,7,12
