,State,186,192,199,206,213,220
0,Washington,1501,74,86,113,149,197
1,Illinois,7590,171,211,279,367,446
2,California,8448,980,1113,1402,1730,1992
3,Arizona,3305,359,362,372,372,357
4,Massachusetts,8529,77,78,92,117,152
5,Wisconsin,892,98,131,171,213,253
6,Texas,5798,845,1034,1238,1390,1446
7,Nebraska,316,29,36,47,57,68
8,Utah,274,54,70,92,114,132
9,Oregon,289,56,72,92,111,128
10,Florida,5854,707,830,959,1056,1087
11,New York,32629,187,208,268,373,497
12,Rhode Island,1002,1,1,1,2,4
13,Georgia,3498,281,327,364,391,398
14,New Hampshire,409,8,10,11,16,21
15,North Carolina,1817,296,347,391,424,441
16,New Jersey,15787,87,93,103,116,128
17,Colorado,1794,50,62,86,123,166
18,Maryland,3440,91,98,108,117,121
19,Nevada,734,107,105,108,117,130
20,Tennessee,967,202,233,264,283,292
21,Hawaii,26,5,8,13,19,27
22,Indiana,2903,109,133,162,189,211
23,Kentucky,700,73,90,118,157,192
24,Minnesota,1614,60,73,88,105,117
25,Oklahoma,496,88,111,136,157,173
26,Pennsylvania,7127,149,166,181,227,302
27,South Carolina,1491,280,300,307,300,288
28,District of Columbia,581,7,8,9,11,13
29,Kansas,331,48,63,79,96,109
30,Missouri,1209,94,122,156,189,217
31,Vermont,56,1,1,2,2,4
32,Virginia,2078,131,158,204,260,317
33,Connecticut,4413,22,26,31,37,44
34,Iowa,829,59,72,86,98,106
35,Louisiana,3763,193,203,201,216,232
36,Ohio,3307,222,284,365,456,538
37,Michigan,6400,102,131,190,282,384
38,South Dakota,123,14,14,14,13,13
39,Arkansas,401,86,107,128,145,157
40,Delaware,579,17,20,23,27,29
41,Mississippi,1493,128,148,161,168,165
42,New Mexico,614,53,60,67,79,95
43,North Dakota,99,15,18,21,23,25
44,Wyoming,25,6,8,11,14,17
45,Alaska,20,8,12,15,17,20
46,Maine,119,5,6,8,10,15
47,Alabama,1473,204,228,242,249,244
48,Idaho,146,42,60,80,95,102
49,Montana,46,14,19,24,29,32
50,Puerto Rico,201,7,7,7,7,8
51,Virgin Islands,7,0,0,0,0,0
52,Guam,5,0,0,0,0,0
53,West Virginia,103,15,19,23,30,41
54,Northern Mariana Islands,2,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
