,Region,796,801,808,815,822
0,Belgium,,73534,69292,64331,59391
1,Bulgaria,,7231,6207,5547,5119
2,Czechia,,47001,42388,38065,34080
3,Denmark,,11116,182,0,0
4,Germany,,1028137,988604,961017,938438
5,Estonia,,5070,3069,1855,1135
6,Ireland,,48502,47407,42131,35181
7,Greece,,168567,172542,167053,159526
8,Spain,,100360,89039,79565,71438
9,France,,913112,923579,876865,827381
10,Croatia,,10446,9409,8158,6998
11,Italy,,555068,521780,469014,416334
12,Cyprus,,26685,26410,25075,23451
13,Latvia,,14389,9748,6678,4609
14,Lithuania,,21609,18499,16078,14195
15,Luxembourg,,9169,8998,8612,8204
16,Hungary,,11037,10247,8812,6901
17,Malta,,2805,3180,3310,3200
18,Netherlands,,271553,240006,211966,187068
19,Austria,,264915,249438,232655,215928
20,Poland,,47641,41901,38188,35795
21,Portugal,,77773,73994,69716,65455
22,Romania,,13426,10234,8095,6552
23,Slovenia,,17051,13171,9935,7431
24,Slovakia,,51175,42859,35852,29966
25,Finland,,55954,51382,46790,42584
26,Sweden,,5083,4082,3353,2818
27,United Kingdom,,643781,654634,632678,602501
28,Iceland,,4932,2603,1006,90
29,Liechtenstein,,979,937,897,858
30,Norway,,6538,2591,991,358
31,Switzerland,,148108,133334,120232,108656
