,Region,481,486,493,500,507
0,Belgium,,16371,14958,13663,12477
1,Bulgaria,,1714,910,458,219
2,Czechia,,4940,3850,3134,2670
3,Denmark,,7390,7475,7283,6966
4,Germany,,54673,37437,24846,16103
5,Estonia,,1794,1684,1601,1535
6,Ireland,,2586,2493,2406,2323
7,Greece,,12724,11383,10120,8952
8,Spain,,29830,23965,19120,15252
9,France,,74999,53623,37365,25457
10,Croatia,,4710,2829,1547,774
11,Italy,,49687,42528,36354,31044
12,Cyprus,,1062,516,227,91
13,Latvia,,4100,3956,3821,3693
14,Lithuania,,7843,6743,5142,3774
15,Luxembourg,,635,535,454,389
16,Hungary,,3851,2572,1861,1446
17,Malta,,63,51,43,37
18,Netherlands,,37499,33493,29882,26643
19,Austria,,5703,4187,3006,2114
20,Poland,,10620,5931,3490,2264
21,Portugal,,2303,2139,1991,1857
22,Romania,,5068,4270,3851,3613
23,Slovenia,,3261,2863,2509,2196
24,Slovakia,,1690,1302,1000,766
25,Finland,,687,514,381,281
26,Sweden,,23697,20134,16976,14231
27,United Kingdom,,11614,10681,9871,9159
28,Iceland,,18,10,7,5
29,Liechtenstein,,11,6,3,2
30,Norway,,1990,1697,1448,1236
31,Switzerland,,5865,4033,2630,1653
