,Region,593,598,605,612,619
0,Belgium,,13083,12610,12154,11715
1,Bulgaria,,11434,10963,10320,9668
2,Czechia,,1723,1746,1666,1549
3,Denmark,,4813,4374,3975,3611
4,Germany,,92453,96795,93938,88227
5,Estonia,,2441,2368,2235,2074
6,Ireland,,10019,9348,8692,8066
7,Greece,,15973,14285,12806,11512
8,Spain,,31833,23259,16914,12257
9,France,,84316,74837,66325,58721
10,Croatia,,5065,5299,5090,4644
11,Italy,,48054,51543,52742,51054
12,Cyprus,,1373,1100,886,718
13,Latvia,,2139,2343,2394,2316
14,Lithuania,,4681,4492,4221,3921
15,Luxembourg,,611,587,538,488
16,Hungary,,984,991,927,853
17,Malta,,244,195,155,124
18,Netherlands,,16283,14379,12738,11337
19,Austria,,11745,12003,11639,11001
20,Poland,,2123,2061,1946,1809
21,Portugal,,12788,11916,11104,10348
22,Romania,,10262,11091,11072,10552
23,Slovenia,,4394,4539,4361,4090
24,Slovakia,,1251,1331,1337,1285
25,Finland,,3432,3018,2640,2300
26,Sweden,,5290,4934,4584,4250
27,United Kingdom,,235784,211885,188081,166907
28,Iceland,,381,322,273,230
29,Liechtenstein,,54,51,47,43
30,Norway,,11451,12066,11736,11108
31,Switzerland,,15619,14613,13523,12442
