,Region,446,451,458,465,472
0,Belgium,,27413,24955,22383,19886
1,Bulgaria,,16920,13855,10993,8508
2,Czechia,,19380,12335,7502,4383
3,Denmark,,4218,3819,3361,2908
4,Germany,,114436,99686,80793,64978
5,Estonia,,3529,2457,1684,1152
6,Ireland,,2844,2448,2084,1766
7,Greece,,20663,20550,19993,19102
8,Spain,,42188,39296,36569,34026
9,France,,280624,271755,253991,232855
10,Croatia,,15591,15677,15071,14351
11,Italy,,101636,87284,74346,62951
12,Cyprus,,3858,3939,3600,3002
13,Latvia,,3382,3272,3107,2905
14,Lithuania,,7090,7015,6573,6077
15,Luxembourg,,1339,1254,1174,1100
16,Hungary,,38524,33391,28782,24724
17,Malta,,158,93,67,56
18,Netherlands,,49117,46965,44655,42372
19,Austria,,19458,18655,17857,17077
20,Poland,,153874,139778,125134,110974
21,Portugal,,1289,1129,997,887
22,Romania,,32124,29564,27082,24742
23,Slovenia,,7429,7472,7292,7044
24,Slovakia,,4315,3060,2112,1426
25,Finland,,2177,1538,1024,645
26,Sweden,,36667,35384,33585,31604
27,United Kingdom,,19444,16810,14550,12611
28,Iceland,,42,37,32,28
29,Liechtenstein,,56,56,50,42
30,Norway,,4505,4002,3540,3123
31,Switzerland,,11610,10588,9573,8621
