,Region,628,633,640,647,654
0,Belgium,,11755,10615,9558,8603
1,Bulgaria,,13402,11678,10025,8634
2,Czechia,,6057,5924,5613,5271
3,Denmark,,3644,3472,3075,2698
4,Germany,,55512,53335,50806,48277
5,Estonia,,6617,6777,6557,6253
6,Ireland,,9044,8173,7420,6776
7,Greece,,14687,13226,11840,10591
8,Spain,,6354,4369,2978,2014
9,France,,18422,13789,10282,7644
10,Croatia,,9808,9510,8955,8287
11,Italy,,16135,14441,13061,11876
12,Cyprus,,474,381,306,245
13,Latvia,,10634,11974,12690,12682
14,Lithuania,,16173,16408,15408,14183
15,Luxembourg,,673,669,628,579
16,Hungary,,4039,3909,3700,3479
17,Malta,,73,54,40,30
18,Netherlands,,14129,13815,12603,11313
19,Austria,,11166,10364,9570,8806
20,Poland,,9557,9177,8679,8176
21,Portugal,,3091,2494,2063,1746
22,Romania,,99892,97139,90716,84045
23,Slovenia,,5459,5055,4667,4300
24,Slovakia,,10600,10294,9692,9085
25,Finland,,3172,2784,2426,2115
26,Sweden,,3397,2990,2678,2426
27,United Kingdom,,256550,259747,250124,233475
28,Iceland,,171,150,130,112
29,Liechtenstein,,8,5,3,2
30,Norway,,2516,1804,1225,757
31,Switzerland,,5677,4776,4011,3366
