,Region,572,577,584,591,598
0,Belgium,,11143,10411,9637,8875
1,Bulgaria,,5536,5446,4899,4298
2,Czechia,,780,612,479,381
3,Denmark,,5499,5036,4599,4197
4,Germany,,31874,34144,33206,30722
5,Estonia,,1876,1769,1631,1494
6,Ireland,,11970,11455,10715,9925
7,Greece,,20147,18963,17710,16481
8,Spain,,71207,52461,38062,27320
9,France,,164252,155957,145935,135734
10,Croatia,,1939,1953,1887,1800
11,Italy,,46142,43508,40349,37168
12,Cyprus,,2337,1747,1292,945
13,Latvia,,627,616,602,589
14,Lithuania,,3961,3880,3616,3322
15,Luxembourg,,202,152,114,87
16,Hungary,,361,338,312,287
17,Malta,,295,195,128,84
18,Netherlands,,7311,3926,2050,1049
19,Austria,,5064,4896,4590,4254
20,Poland,,1295,1231,1140,1045
21,Portugal,,14272,12766,11408,10195
22,Romania,,2212,2139,1969,1784
23,Slovenia,,1313,1239,1114,985
24,Slovakia,,483,466,436,404
25,Finland,,6234,6352,6116,5747
26,Sweden,,5320,5102,4751,4380
27,United Kingdom,,155653,134627,116085,100045
28,Iceland,,901,865,799,726
29,Liechtenstein,,54,69,74,70
30,Norway,,3757,3670,3426,3165
31,Switzerland,,10194,9979,9393,8731
