,Region,635,640,647,654,661
0,Belgium,,16121,15109,14099,13238
1,Bulgaria,,19099,18010,16661,15452
2,Czechia,,6914,6686,6346,5992
3,Denmark,,4463,3890,3340,2860
4,Germany,,63537,60655,56034,51373
5,Estonia,,8165,7993,7594,7181
6,Ireland,,11338,10756,10248,9806
7,Greece,,16103,15342,14654,14031
8,Spain,,5808,4298,3178,2348
9,France,,14297,10709,7997,5957
10,Croatia,,11499,12617,13187,12835
11,Italy,,14019,12625,11435,10386
12,Cyprus,,901,913,849,760
13,Latvia,,16132,18267,19008,18447
14,Lithuania,,18243,18072,17005,15739
15,Luxembourg,,685,645,596,547
16,Hungary,,5290,5108,4840,4564
17,Malta,,78,63,51,42
18,Netherlands,,22457,21294,19378,17570
19,Austria,,14421,14768,14510,13773
20,Poland,,16745,15875,14529,13187
21,Portugal,,3509,2940,2493,2138
22,Romania,,114247,112650,106874,100474
23,Slovenia,,6337,6319,6302,6284
24,Slovakia,,10651,10358,9883,9390
25,Finland,,2895,2688,2520,2382
26,Sweden,,3393,3065,2788,2545
27,United Kingdom,,291212,285214,270266,254603
28,Iceland,,261,241,224,209
29,Liechtenstein,,6,5,6,6
30,Norway,,1668,949,254,0
31,Switzerland,,4883,4113,3461,2910
