,Region,411,416,423,430,437
0,Belgium,,17700,17612,17549,17520
1,Bulgaria,,13376,14550,15080,14939
2,Czechia,,95491,97550,94249,88173
3,Denmark,,3428,3034,2547,2074
4,Germany,,53471,48054,40492,32896
5,Estonia,,10960,12138,12371,11883
6,Ireland,,3432,3175,2989,2840
7,Greece,,14151,14554,14218,13595
8,Spain,,6554,2858,1546,1036
9,France,,153369,146943,140672,136068
10,Croatia,,3345,2714,2113,1754
11,Italy,,158732,172318,173484,164929
12,Cyprus,,2329,2611,2663,2482
13,Latvia,,4328,4192,4063,3940
14,Lithuania,,3841,3644,3504,3403
15,Luxembourg,,1050,1015,983,955
16,Hungary,,43970,50300,51899,48981
17,Malta,,2185,2487,2639,2589
18,Netherlands,,34862,35777,35048,32793
19,Austria,,17468,18528,18595,17835
20,Poland,,100873,118016,128170,128237
21,Portugal,,2974,2269,1865,1569
22,Romania,,27257,28353,28039,26545
23,Slovenia,,4899,4296,3738,3242
24,Slovakia,,15629,14444,12641,10521
25,Finland,,5285,5944,6269,6196
26,Sweden,,23788,22109,20581,19234
27,United Kingdom,,32258,23530,17199,12574
28,Iceland,,16,16,15,14
29,Liechtenstein,,16,15,14,13
30,Norway,,4116,4662,4895,4786
31,Switzerland,,4856,4125,3504,2976
