,Region,474,479,486,493,500
0,Belgium,,19650,18333,17100,15947
1,Bulgaria,,2779,1498,755,358
2,Czechia,,6404,4742,3630,2897
3,Denmark,,5798,5610,5333,5018
4,Germany,,107599,95653,85347,76537
5,Estonia,,1845,1675,1556,1468
6,Ireland,,2708,2611,2518,2431
7,Greece,,13718,12148,10638,9230
8,Spain,,41948,37681,33751,30186
9,France,,105399,79407,58379,42034
10,Croatia,,9942,8497,7173,6001
11,Italy,,61602,53539,46473,40301
12,Cyprus,,3336,2951,2615,2319
13,Latvia,,4407,4167,3893,3624
14,Lithuania,,9049,8945,8151,7134
15,Luxembourg,,908,824,747,677
16,Hungary,,5886,3845,2643,1945
17,Malta,,88,68,55,45
18,Netherlands,,49201,46899,44709,42652
19,Austria,,8422,6645,5156,3944
20,Poland,,16366,8328,4133,2102
21,Portugal,,2763,2662,2573,2494
22,Romania,,5551,3760,2758,2210
23,Slovenia,,4067,3681,3329,3010
24,Slovakia,,1558,1133,819,590
25,Finland,,891,662,487,354
26,Sweden,,30528,27963,25627,23509
27,United Kingdom,,11317,9866,8618,7542
28,Iceland,,50,45,40,35
29,Liechtenstein,,30,19,12,7
30,Norway,,2085,1731,1436,1192
31,Switzerland,,9525,8212,7011,5943
