,Region,649,654,661,668,675
0,Belgium,,47750,45657,42476,39384
1,Bulgaria,,35339,33783,30979,28150
2,Czechia,,32592,30560,27726,25022
3,Denmark,,11364,10866,9981,9094
4,Germany,,156812,169397,164650,153524
5,Estonia,,12328,12411,11843,11069
6,Ireland,,16476,15619,14463,13313
7,Greece,,26606,26519,25073,23269
8,Spain,,12712,12237,11263,10248
9,France,,41021,38724,34929,31172
10,Croatia,,29755,34039,34439,32246
11,Italy,,28221,27542,25896,23984
12,Cyprus,,906,817,739,669
13,Latvia,,19940,19597,18533,17302
14,Lithuania,,21644,20789,19659,18500
15,Luxembourg,,713,689,666,644
16,Hungary,,18811,19615,18492,17018
17,Malta,,81,72,64,57
18,Netherlands,,48644,45654,41834,38179
19,Austria,,31208,29633,27608,25718
20,Poland,,58058,63016,58350,47681
21,Portugal,,5069,4637,4226,3856
22,Romania,,94153,89070,83746,78510
23,Slovenia,,16264,16012,15035,14013
24,Slovakia,,29893,31014,29123,26545
25,Finland,,2565,2306,2076,1873
26,Sweden,,5050,4763,4409,4060
27,United Kingdom,,305403,298631,292019,285582
28,Iceland,,425,392,356,322
29,Liechtenstein,,41,45,44,41
30,Norway,,6201,6039,5645,5226
31,Switzerland,,10225,10071,9272,8402
