,Region,607,612,619,626,633
0,Belgium,,12423,10673,9085,7770
1,Bulgaria,,10041,9567,9062,8561
2,Czechia,,3033,2940,2763,2581
3,Denmark,,1801,1409,1173,1031
4,Germany,,57058,52959,48927,45073
5,Estonia,,3207,3189,3054,2873
6,Ireland,,5167,3817,2818,2142
7,Greece,,11830,10367,9099,7998
8,Spain,,16672,13713,11387,9489
9,France,,42340,32262,24401,18349
10,Croatia,,8291,8069,7569,7025
11,Italy,,32623,30196,28361,27148
12,Cyprus,,227,83,25,6
13,Latvia,,3811,3986,3899,3704
14,Lithuania,,9682,10582,10306,9588
15,Luxembourg,,498,461,426,395
16,Hungary,,1792,1666,1516,1374
17,Malta,,230,203,181,163
18,Netherlands,,12418,11043,9852,8809
19,Austria,,15230,15306,14860,14212
20,Poland,,4866,5499,5667,5452
21,Portugal,,4718,2849,1548,755
22,Romania,,27657,30408,30682,29289
23,Slovenia,,8457,8900,8685,8189
24,Slovakia,,3918,3673,3315,2963
25,Finland,,2820,2504,2219,1964
26,Sweden,,5149,5039,4667,4145
27,United Kingdom,,191620,176485,162653,149947
28,Iceland,,93,41,14,4
29,Liechtenstein,,40,39,36,32
30,Norway,,7384,6891,6416,5962
31,Switzerland,,7700,5878,4416,3279
