,Region,782,787,794,801,808
0,Belgium,,34006,31292,29945,29115
1,Bulgaria,,6862,4386,2762,1719
2,Czechia,,20669,11829,6628,3651
3,Denmark,,33645,4980,0,0
4,Germany,,1353343,1296812,1115598,904033
5,Estonia,,14034,10183,7276,5137
6,Ireland,,23289,22620,21983,21367
7,Greece,,114859,107236,98876,92084
8,Spain,,79957,67711,60857,56974
9,France,,104858,78805,65670,58367
10,Croatia,,5919,4485,3471,2707
11,Italy,,194986,173600,159716,150777
12,Cyprus,,10795,10036,9394,8838
13,Latvia,,39823,31483,23544,17190
14,Lithuania,,16990,12044,8443,5869
15,Luxembourg,,4491,4206,4027,3901
16,Hungary,,6046,2986,1416,649
17,Malta,,432,414,402,393
18,Netherlands,,392935,304277,207705,133857
19,Austria,,282957,283359,259446,229103
20,Poland,,40200,26402,17369,11538
21,Portugal,,26912,22407,20506,19752
22,Romania,,11018,5145,2532,1456
23,Slovenia,,4219,2255,1190,622
24,Slovakia,,65772,53487,43343,35037
25,Finland,,55876,57786,54659,49394
26,Sweden,,2740,2371,2236,2141
27,United Kingdom,,324685,294051,264959,238518
28,Iceland,,17381,17187,16999,16814
29,Liechtenstein,,1483,1722,1812,1709
30,Norway,,35283,23080,14575,8952
31,Switzerland,,168631,161113,142391,124322
