,Region,803,808,815,822,829
0,Belgium,,66570,61886,57225,52777
1,Bulgaria,,5483,4305,3419,2744
2,Czechia,,44062,40892,37946,35194
3,Denmark,,1738,0,0,0
4,Germany,,1664907,1604745,1509156,1410809
5,Estonia,,3949,2137,1036,480
6,Ireland,,45256,41609,35971,29734
7,Greece,,149517,141163,131410,121440
8,Spain,,97211,72212,46919,26997
9,France,,1063427,1012661,926708,839679
10,Croatia,,9061,8080,7204,6443
11,Italy,,528810,509322,491911,476414
12,Cyprus,,34123,32861,30827,28719
13,Latvia,,8363,5075,3036,1792
14,Lithuania,,14695,11493,8995,7053
15,Luxembourg,,9544,9430,9117,8770
16,Hungary,,13064,11802,10597,9500
17,Malta,,4886,5137,4925,4637
18,Netherlands,,119342,76437,47979,29699
19,Austria,,195438,173600,153871,136202
20,Poland,,21543,15048,10722,7846
21,Portugal,,82982,80407,76579,72365
22,Romania,,14847,12330,10366,8772
23,Slovenia,,16273,13433,10929,8833
24,Slovakia,,42266,35296,29451,24558
25,Finland,,41168,36952,33148,29695
26,Sweden,,2090,1873,1748,1657
27,United Kingdom,,527201,488142,444762,401549
28,Iceland,,1693,249,0,0
29,Liechtenstein,,328,184,96,48
30,Norway,,3925,1473,543,201
31,Switzerland,,77778,57440,42047,30609
