,Region,600,605,612,619,626
0,Belgium,,14754,13889,12168,10502
1,Bulgaria,,10956,10599,10073,9497
2,Czechia,,2437,2433,2269,2064
3,Denmark,,3372,2767,2261,1840
4,Germany,,83253,81499,77322,72492
5,Estonia,,2906,3016,2980,2843
6,Ireland,,8165,7024,5990,5087
7,Greece,,12626,10722,9090,7703
8,Spain,,23259,16914,12257,8859
9,France,,57749,45267,35203,27212
10,Croatia,,6201,6242,5965,5615
11,Italy,,39846,39117,37107,35356
12,Cyprus,,1001,801,647,530
13,Latvia,,3013,3293,3355,3252
14,Lithuania,,5277,5140,4870,4529
15,Luxembourg,,608,557,504,455
16,Hungary,,1257,1192,1104,1016
17,Malta,,263,230,203,181
18,Netherlands,,15161,13570,12191,10984
19,Austria,,13417,13487,13011,12328
20,Poland,,3855,4771,5420,5605
21,Portugal,,9607,8622,7734,6936
22,Romania,,13597,13050,11726,10262
23,Slovenia,,5986,6217,6009,5647
24,Slovakia,,2381,2430,2276,2092
25,Finland,,3201,2854,2538,2253
26,Sweden,,8028,8733,9008,8508
27,United Kingdom,,247651,225458,204635,185931
28,Iceland,,249,195,153,119
29,Liechtenstein,,62,65,64,59
30,Norway,,11847,11834,11297,10619
31,Switzerland,,12766,11577,10446,9397
