,Region,467,472,479,486,493
0,Belgium,,21160,19671,18279,16980
1,Bulgaria,,4254,2286,1120,501
2,Czechia,,10315,7329,5161,3609
3,Denmark,,5015,4684,4299,3901
4,Germany,,133873,125772,117519,111260
5,Estonia,,1716,1397,1181,1031
6,Ireland,,2792,2686,2585,2490
7,Greece,,14185,12483,10828,9280
8,Spain,,49904,46508,43239,40150
9,France,,142740,114806,90518,70222
10,Croatia,,15043,14408,13636,12812
11,Italy,,71522,62373,54304,47221
12,Cyprus,,4899,4449,4003,3597
13,Latvia,,4684,4469,4224,3990
14,Lithuania,,9145,8814,7804,6967
15,Luxembourg,,1068,992,921,854
16,Hungary,,9866,6471,4319,3001
17,Malta,,113,82,63,51
18,Netherlands,,45060,42074,39129,36292
19,Austria,,11312,9423,7750,6307
20,Poland,,29467,15733,7958,3946
21,Portugal,,3053,2937,2835,2747
22,Romania,,8269,5369,3639,2678
23,Slovenia,,4288,3779,3319,2908
24,Slovakia,,1912,1364,963,675
25,Finland,,847,563,363,227
26,Sweden,,28038,22470,17166,12556
27,United Kingdom,,13001,11316,9865,8617
28,Iceland,,82,77,70,63
29,Liechtenstein,,67,64,60,57
30,Norway,,2221,1786,1433,1149
31,Switzerland,,10545,9231,7992,6864
