,Region,698,703,710,717,724
0,Belgium,,62929,47506,34686,24564
1,Bulgaria,,7839,6359,5151,4168
2,Czechia,,67743,52609,39769,29406
3,Denmark,,64616,70912,73507,72094
4,Germany,,289819,261517,234996,210578
5,Estonia,,3610,3434,3206,2974
6,Ireland,,32631,33214,32956,31206
7,Greece,,29192,25733,22620,19843
8,Spain,,165255,173924,168754,158795
9,France,,457172,489066,487578,465226
10,Croatia,,21438,19296,17623,16209
11,Italy,,176265,190736,195494,190785
12,Cyprus,,4408,4207,3936,3645
13,Latvia,,4879,4619,4311,3986
14,Lithuania,,11318,10595,9839,9098
15,Luxembourg,,2698,2619,2487,2339
16,Hungary,,24807,15920,9603,5478
17,Malta,,1208,1433,1582,1567
18,Netherlands,,97576,80896,66031,53282
19,Austria,,13995,9743,8118,7483
20,Poland,,145457,134382,120829,106363
21,Portugal,,35770,38054,38485,37360
22,Romania,,407,146,56,27
23,Slovenia,,5555,3815,2566,1697
24,Slovakia,,37972,28844,21431,15661
25,Finland,,12389,12911,12937,12513
26,Sweden,,24126,25403,25134,24000
27,United Kingdom,,540428,573330,566734,537814
28,Iceland,,903,874,798,669
29,Liechtenstein,,323,297,272,249
30,Norway,,39312,41716,41683,40170
31,Switzerland,,65334,62005,58157,54262
