,Region,733,738,745,752,759
0,Belgium,,310399,321436,305046,283500
1,Bulgaria,,66103,68144,64777,60348
2,Czechia,,149887,151673,139680,126668
3,Denmark,,256024,265036,257559,245174
4,Germany,,838281,895323,847007,773832
5,Estonia,,26282,28113,27218,25576
6,Ireland,,77127,66351,56710,47984
7,Greece,,151869,129899,108597,90889
8,Spain,,957176,924947,869659,809663
9,France,,2809844,2874285,2763890,2605679
10,Croatia,,71902,73487,69722,64760
11,Italy,,1548934,1592252,1541408,1453200
12,Cyprus,,15487,12643,10466,9005
13,Latvia,,33297,36296,34914,32452
14,Lithuania,,43820,47101,45506,42744
15,Luxembourg,,16669,17729,17183,16177
16,Hungary,,81087,84804,79510,72859
17,Malta,,1370,751,397,205
18,Netherlands,,340614,372185,362555,337973
19,Austria,,180403,194984,187344,173126
20,Poland,,181004,166346,146791,128730
21,Portugal,,374471,382340,365854,344540
22,Romania,,124621,135953,130714,121350
23,Slovenia,,71520,74507,70049,64444
24,Slovakia,,37017,36203,33576,31008
25,Finland,,17746,13165,10980,9870
26,Sweden,,254565,275384,265752,248536
27,United Kingdom,,645685,567526,469524,350628
28,Iceland,,9759,9342,8781,8192
29,Liechtenstein,,750,716,662,611
30,Norway,,120025,128694,124381,116840
31,Switzerland,,232674,236228,225376,210267
