,State,536,542,549,556,563
0,Washington,NaN,2779,2755,2783,2854
1,Illinois,NaN,2142,1888,1682,1522
2,California,NaN,11506,13578,16377,20217
3,Arizona,NaN,8686,8553,7919,7169
4,Massachusetts,NaN,349,297,256,222
5,Wisconsin,NaN,632,562,502,453
6,Texas,NaN,16553,18698,21602,25758
7,Nebraska,NaN,441,440,448,466
8,Utah,NaN,3412,3430,3584,3890
9,Oregon,NaN,1055,962,889,833
10,Florida,NaN,33154,42448,52528,61678
11,New York,NaN,3466,3184,3014,2858
12,Rhode Island,NaN,123,80,53,36
13,Georgia,NaN,5467,4027,2834,2011
14,New Hampshire,NaN,144,121,102,89
15,North Carolina,NaN,2581,2287,2106,1938
16,New Jersey,NaN,2025,1814,1643,1516
17,Colorado,NaN,5357,5224,4659,4169
18,Maryland,NaN,463,336,244,179
19,Nevada,NaN,4836,5432,6204,7190
20,Tennessee,NaN,1341,1486,1661,1907
21,Hawaii,NaN,415,418,431,453
22,Indiana,NaN,1991,2203,2408,2592
23,Kentucky,NaN,934,882,850,833
24,Minnesota,NaN,724,579,460,370
25,Oklahoma,NaN,3123,4005,5409,7261
26,Pennsylvania,NaN,1114,853,653,506
27,South Carolina,NaN,3945,4553,4973,5271
28,District of Columbia,NaN,52,60,72,88
29,Kansas,NaN,2324,2217,2151,2140
30,Missouri,NaN,15739,19334,23747,28606
31,Vermont,NaN,68,74,78,86
32,Virginia,NaN,3843,2903,2167,1589
33,Connecticut,NaN,360,317,310,329
34,Iowa,NaN,1430,1203,997,825
35,Louisiana,NaN,6443,6003,5666,5432
36,Ohio,NaN,2154,2505,2964,3557
37,Michigan,NaN,1601,1171,850,626
38,South Dakota,NaN,270,221,185,161
39,Arkansas,NaN,10797,16139,23103,32288
40,Delaware,NaN,293,409,618,980
41,Mississippi,NaN,4768,5201,5307,5341
42,New Mexico,NaN,341,287,244,209
43,North Dakota,NaN,86,81,84,96
44,Wyoming,NaN,949,874,819,782
45,Alaska,NaN,671,874,1179,1565
46,Maine,NaN,116,90,72,59
47,Alabama,NaN,1681,1876,2158,2552
48,Idaho,NaN,679,678,693,728
49,Montana,NaN,478,436,399,383
50,Puerto Rico,NaN,364,232,142,85
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,407,384,370,366
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
