,State,193,199,206,213,220
0,Washington,1596,72,71,72,66
1,Illinois,7714,126,129,134,133
2,California,9396,886,902,880,809
3,Arizona,3765,388,374,361,352
4,Massachusetts,8638,90,86,84,86
5,Wisconsin,948,46,50,49,49
6,Texas,7581,1272,1316,1293,1215
7,Nebraska,332,13,15,19,20
8,Utah,311,26,27,25,26
9,Oregon,326,25,26,27,28
10,Florida,7084,1141,1156,1152,1091
11,New York,32697,72,52,57,50
12,Rhode Island,1007,4,3,3,3
13,Georgia,3840,332,343,333,323
14,New Hampshire,417,4,2,2,1
15,North Carolina,1983,153,157,150,143
16,New Jersey,15836,72,64,60,61
17,Colorado,1844,37,40,39,36
18,Maryland,3515,72,71,71,75
19,Nevada,832,78,85,82,82
20,Tennessee,1073,124,129,127,115
21,Hawaii,26,0,0,0,1
22,Indiana,2975,71,71,70,70
23,Kentucky,742,40,40,40,42
24,Minnesota,1654,42,39,41,42
25,Oklahoma,550,47,50,52,53
26,Pennsylvania,7223,92,88,84,80
27,South Carolina,1777,275,265,261,260
28,District of Columbia,586,0,0,0,0
29,Kansas,361,25,22,22,22
30,Missouri,1276,82,90,94,92
31,Vermont,57,0,0,0,0
32,Virginia,2218,105,115,115,108
33,Connecticut,4432,9,7,6,5
34,Iowa,878,40,38,39,34
35,Louisiana,4007,223,184,185,167
36,Ohio,3529,182,178,180,165
37,Michigan,6457,44,44,41,38
38,South Dakota,135,6,5,7,7
39,Arkansas,464,55,53,52,53
40,Delaware,585,6,7,6,7
41,Mississippi,1703,178,184,187,172
42,New Mexico,654,35,34,33,30
43,North Dakota,105,6,4,5,6
44,Wyoming,26,0,0,0,0
45,Alaska,24,1,1,3,5
46,Maine,123,0,0,0,0
47,Alabama,1627,164,154,149,152
48,Idaho,197,32,29,28,26
49,Montana,61,8,8,10,10
50,Puerto Rico,230,29,29,32,32
51,Virgin Islands,8,0,0,0,0
52,Guam,5,0,0,0,0
53,West Virginia,117,7,8,9,10
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
