,County,314,325,332
0,01001,2818,224,123
1,01003,9051,721,331
2,01005,1189,65,40
3,01007,1204,91,52
4,01009,3061,266,143
5,01011,701,39,26
6,01013,1186,78,50
7,01015,6598,574,283
8,01017,1827,133,83
9,01019,1051,78,43
10,01021,2289,140,78
11,01023,431,23,15
12,01025,1610,96,59
13,01027,928,62,35
14,01029,788,61,34
15,01031,2500,193,114
16,01033,3320,292,160
17,01035,700,41,25
18,01037,366,43,21
19,01039,2250,139,80
20,01041,722,42,25
21,01043,4624,462,224
22,01045,2390,152,88
23,01047,2315,158,103
24,01049,4981,413,225
25,01051,4211,318,183
26,01053,2023,101,61
27,01055,6561,617,325
28,01057,946,96,52
29,01059,2574,173,102
30,01061,1250,93,54
31,01063,435,34,20
32,01065,981,67,41
33,01067,889,60,35
34,01069,5410,390,219
35,01071,3404,333,180
36,01073,33526,2851,1422
37,01075,701,59,32
38,01077,4267,443,244
39,01079,1334,123,67
40,01081,7872,447,271
41,01083,4404,381,210
42,01085,809,52,35
43,01087,755,58,34
44,01089,13723,1246,590
45,01091,1234,76,47
46,01093,1447,102,56
47,01095,6473,583,322
48,01097,20103,1154,700
49,01099,830,55,33
50,01101,12552,777,500
51,01103,6964,712,340
52,01105,691,41,26
53,01107,1265,107,60
54,01109,1615,97,59
55,01111,1055,71,41
56,01113,2266,134,84
57,01115,4419,372,192
58,01117,10796,936,458
59,01119,586,42,27
60,01121,3701,293,137
61,01123,1872,152,85
62,01125,13366,928,534
63,01127,3735,262,150
64,01129,932,58,32
65,01131,648,40,26
66,01133,1375,127,70
67,02013,38,5,2
68,02016,108,8,4
69,02020,17038,2173,1095
70,02050,1595,265,118
71,02060,0,4,2
72,02068,43,3,2
73,02070,101,10,4
74,02090,3492,350,178
75,02100,17,1,0
76,02105,0,,NaN
77,02110,863,80,42
78,02122,2657,406,202
79,02130,198,19,10
80,02150,296,54,24
81,02158,426,,NaN
82,02164,144,0,0
83,02170,3793,709,293
84,02180,233,29,13
85,02185,475,56,29
86,02188,361,37,21
87,02195,25,2,1
88,02198,52,6,3
89,02220,200,31,13
90,02230,11,1,0
91,02240,288,46,21
92,02261,258,21,10
93,02275,20,1,0
94,02282,49,,NaN
95,02290,173,17,8
96,04001,5492,612,404
97,04003,3781,480,266
98,04005,7575,803,501
99,04007,3076,380,202
100,04009,2242,296,154
101,04011,239,47,23
102,04012,883,106,61
103,04013,213121,33022,23319
104,04015,6477,689,399
105,04017,8283,1005,686
106,04019,40803,5076,3013
107,04021,17124,2184,1250
108,04023,4025,541,326
109,04025,5666,996,497
110,04027,18352,2275,1454
111,05001,973,92,50
112,05003,871,104,54
113,05005,1435,174,92
114,05007,12288,1288,686
115,05009,1831,238,119
116,05011,516,61,30
117,05013,153,21,10
118,05015,1463,152,74
119,05017,1195,100,55
120,05019,841,87,44
121,05021,914,128,62
122,05023,752,91,44
123,05025,379,43,23
124,05027,1127,132,68
125,05029,695,95,50
126,05031,7235,746,355
127,05033,3126,310,147
128,05035,3288,284,152
129,05037,881,110,57
130,05039,303,35,18
131,05041,574,56,28
132,05043,763,111,53
133,05045,4907,525,259
134,05047,803,90,46
135,05049,561,62,33
136,05051,3910,410,204
137,05053,624,81,40
138,05055,3044,422,207
139,05057,882,88,43
140,05059,2954,260,137
141,05061,836,76,38
142,05063,2125,218,109
143,05065,1007,101,60
144,05067,1820,233,121
145,05069,5238,420,241
146,05071,1278,110,61
147,05073,267,26,14
148,05075,1181,129,74
149,05077,1197,97,59
150,05079,2477,194,119
151,05081,651,65,33
152,05083,975,114,56
153,05085,2778,320,152
154,05087,640,70,36
155,05089,448,65,33
156,05091,2178,193,96
157,05093,3265,313,159
158,05095,310,30,16
159,05097,314,45,21
160,05099,468,48,25
161,05101,450,50,26
162,05103,794,136,65
163,05105,263,32,17
164,05107,960,87,46
165,05109,390,44,22
166,05111,1689,169,88
167,05113,830,126,64
168,05115,3761,337,174
169,05117,361,32,17
170,05119,17100,1646,844
171,05121,1007,107,53
172,05123,2067,159,92
173,05125,4996,601,286
174,05127,388,46,23
175,05129,309,37,19
176,05131,7122,621,319
177,05133,1736,162,95
178,05135,728,95,48
179,05137,486,52,26
180,05139,1585,168,85
181,05141,396,62,29
182,05143,15692,1392,829
183,05145,3084,369,194
184,05147,205,23,12
185,05149,1667,166,103
186,06001,29972,2703,1271
