,State,285,290,297,304,311
0,Washington,2378,65,65,66,66
1,Illinois,10093,303,310,318,329
2,California,17689,274,241,209,178
3,Arizona,5982,116,122,128,129
4,Massachusetts,10023,137,137,139,144
5,Wisconsin,2404,277,296,312,327
6,Texas,18532,560,597,658,668
7,Nebraska,656,60,66,67,69
8,Utah,614,33,34,33,34
9,Oregon,692,39,44,50,57
10,Florida,16834,478,476,494,501
11,New York,33763,81,83,81,83
12,Rhode Island,1210,24,24,24,24
13,Georgia,7999,131,106,87,71
14,New Hampshire,483,11,11,13,13
15,North Carolina,4390,208,208,210,208
16,New Jersey,16357,59,61,63,65
17,Colorado,2292,60,65,69,72
18,Maryland,4155,50,50,49,50
19,Nevada,1784,34,34,33,32
20,Tennessee,3379,237,248,258,272
21,Hawaii,219,9,7,6,4
22,Indiana,4390,231,251,267,291
23,Kentucky,1492,83,85,89,93
24,Minnesota,2538,143,151,165,176
25,Oklahoma,1354,83,82,82,83
26,Pennsylvania,8812,150,149,148,151
27,South Carolina,3946,136,135,136,132
28,District of Columbia,647,NaN,NaN,NaN,NaN
29,Kansas,1046,71,69,69,74
30,Missouri,3043,229,225,226,227
31,Vermont,58,NaN,NaN,NaN,NaN
32,Virginia,3658,97,95,99,99
33,Connecticut,4627,36,37,39,39
34,Iowa,1756,96,101,108,113
35,Louisiana,5934,97,96,96,95
36,Ohio,5340,120,122,129,134
37,Michigan,7716,198,212,220,230
38,South Dakota,438,60,63,64,68
39,Arkansas,1985,128,125,126,126
40,Delaware,710,28,32,36,40
41,Mississippi,3348,78,77,77,77
42,New Mexico,1036,88,142,245,390
43,North Dakota,540,70,71,73,73
44,Wyoming,97,16,17,18,19
45,Alaska,84,11,12,12,13
46,Maine,148,NaN,NaN,NaN,NaN
47,Alabama,2973,95,92,95,94
48,Idaho,632,62,67,71,79
49,Montana,386,86,102,119,137
50,Puerto Rico,839,NaN,NaN,NaN,NaN
51,Virgin Islands,21,NaN,NaN,NaN,NaN
52,Guam,79,NaN,NaN,NaN,NaN
53,West Virginia,461,31,33,37,41
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
