,County,515,521,528,535,542
0,01001,7241,48,42,35,34
1,01003,21868,112,94,78,69
2,01005,2345,17,14,14,12
3,01007,2685,15,14,14,12
4,01009,6945,38,35,32,28
5,01011,1243,14,10,8,7
6,01013,2242,11,7,7,7
7,01015,14719,84,65,52,48
8,01017,3728,35,30,28,26
9,01019,1873,13,12,12,9
10,01021,4476,27,21,21,18
11,01023,621,0,0,0,0
12,01025,3530,28,23,20,14
13,01027,1600,7,7,3,0
14,01029,1534,16,14,13,8
15,01031,5635,18,14,14,11
16,01033,6413,52,46,38,36
17,01035,1136,7,6,2,0
18,01037,1117,0,0,0,0
19,01039,4275,28,27,23,21
20,01041,1559,7,6,2,0
21,01043,9952,46,43,38,34
22,01045,4928,21,17,14,14
23,01047,3607,21,21,15,15
24,01049,8972,59,58,59,55
25,01051,10293,59,51,48,44
26,01053,4016,27,26,23,22
27,01055,14175,93,75,70,63
28,01057,2188,15,12,7,7
29,01059,4313,22,25,26,26
30,01061,2579,14,14,12,11
31,01063,936,1,0,0,0
32,01065,2272,14,12,8,7
33,01067,1945,11,7,7,7
34,01069,10781,74,60,52,43
35,01071,6932,41,39,36,35
36,01073,81003,180,106,68,46
37,01075,1468,7,7,7,7
38,01077,9603,52,43,34,30
39,01079,3133,14,14,14,16
40,01081,16278,103,90,82,75
41,01083,10179,30,26,26,25
42,01085,1422,3,0,0,0
43,01087,1630,8,8,7,7
44,01089,35690,160,135,115,91
45,01091,2505,21,20,17,14
46,01093,3240,33,32,28,26
47,01095,12453,52,49,45,48
48,01097,42105,193,167,156,134
49,01099,1800,8,7,7,7
50,01101,25081,74,61,52,44
51,01103,14629,72,60,57,50
52,01105,1086,9,7,7,7
53,01107,2369,14,14,10,7
54,01109,3143,28,26,21,19
55,01111,1875,14,14,14,14
56,01113,4548,22,21,18,15
57,01115,10162,34,28,22,19
58,01117,25607,27,11,7,0
59,01119,1057,4,2,0,0
60,01121,8460,34,30,30,27
61,01123,4138,91,78,65,58
62,01125,26173,142,123,104,88
