,State,221,227,234,241,248
0,Washington,1905,46,36,29,22
1,Illinois,8228,137,132,124,118
2,California,12937,670,533,422,314
3,Arizona,5030,169,128,99,68
4,Massachusetts,9049,102,98,94,86
5,Wisconsin,1122,37,34,32,28
6,Texas,12683,861,684,554,418
7,Nebraska,392,16,17,19,21
8,Utah,407,20,20,20,19
9,Oregon,458,29,27,25,22
10,Florida,11119,680,563,464,372
11,New York,32909,59,58,58,57
12,Rhode Island,1046,9,7,6,5
13,Georgia,5604,346,288,231,175
14,New Hampshire,432,3,3,3,2
15,North Carolina,2692,153,149,152,144
16,New Jersey,15937,9,8,7,6
17,Colorado,1942,22,19,18,16
18,Maryland,3752,52,48,46,42
19,Nevada,1302,80,65,52,39
20,Tennessee,1747,140,109,84,62
21,Hawaii,63,15,17,19,22
22,Indiana,3291,86,86,88,89
23,Kentucky,929,53,46,42,35
24,Minnesota,1865,49,47,43,39
25,Oklahoma,799,58,54,52,47
26,Pennsylvania,7658,91,85,80,73
27,South Carolina,2709,185,174,172,168
28,District of Columbia,606,4,4,4,3
29,Kansas,449,22,21,20,17
30,Missouri,1533,76,84,92,102
31,Vermont,58,0,0,0,1
32,Virginia,2569,88,87,89,84
33,Connecticut,4465,6,5,5,4
34,Iowa,1113,91,119,157,198
35,Louisiana,4931,151,120,93,71
36,Ohio,4129,142,141,144,142
37,Michigan,6748,85,93,99,101
38,South Dakota,167,16,30,58,104
39,Arkansas,784,96,95,96,95
40,Delaware,604,3,2,2,1
41,Mississippi,2441,146,121,103,85
42,New Mexico,770,20,17,14,11
43,North Dakota,142,14,19,24,31
44,Wyoming,37,2,2,2,1
45,Alaska,37,3,3,2,2
46,Maine,132,3,3,3,3
47,Alabama,2162,136,156,183,214
48,Idaho,359,32,26,20,15
49,Montana,104,12,13,15,16
50,Puerto Rico,434,38,29,23,17
51,Virgin Islands,14,2,2,2,2
52,Guam,10,3,5,6,9
53,West Virginia,214,33,38,44,49
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
